"classical","american_baroque","dances_and_suites_of_rameau_an","air_gai_suite_from_les_fetes","2","classical/american_baroque/dances_and_suites_of_rameau_an/2-air_gai_suite_from_les_fetes.mp3","57578"
"classical","american_baroque","dances_and_suites_of_rameau_an","gavottes_suite_from_les_fetes","5","classical/american_baroque/dances_and_suites_of_rameau_an/5-gavottes_suite_from_les_fetes.mp3","57581"
"classical","american_baroque","dances_and_suites_of_rameau_an","la_linote_efarouchee_xiveme_o","20","classical/american_baroque/dances_and_suites_of_rameau_an/20-la_linote_efarouchee_xiveme_o.mp3","57591"
"classical","american_baroque","dances_and_suites_of_rameau_an","le_petit_rien_xiveme_ordre_c","25","classical/american_baroque/dances_and_suites_of_rameau_an/25-le_petit_rien_xiveme_ordre_(c.mp3","57586"
"classical","american_baroque","dances_and_suites_of_rameau_an","menuets_1_2_suite_in_d_from","29","classical/american_baroque/dances_and_suites_of_rameau_an/29-menuets_1_2_suite_in_d_from.mp3","57565"
"classical","american_baroque","dances_and_suites_of_rameau_an","overture_suite_from_les_fetes","1","classical/american_baroque/dances_and_suites_of_rameau_an/1-overture_suite_from_les_fetes.mp3","57592"
"classical","american_baroque","dances_and_suites_of_rameau_an","rigaudon_suite_from_les_fetes","6","classical/american_baroque/dances_and_suites_of_rameau_an/6-rigaudon_suite_from_les_fetes.mp3","57573"
"classical","american_baroque","dances_and_suites_of_rameau_an","tambourins_1_2_suite_from_le","9","classical/american_baroque/dances_and_suites_of_rameau_an/9-tambourins_1_2_suite_from_le.mp3","57579"
"classical","american_baroque","four_seasons_by_vivaldi","concerto_no_1_in_d_major_rv_2","3","classical/american_baroque/the_four_seasons_by_vivaldi/3-concerto_no.1_in_d_major_rv_2.mp3","57608"
"classical","american_baroque","four_seasons_by_vivaldi","concerto_no_3_in_f_major_rv_2","7","classical/american_baroque/the_four_seasons_by_vivaldi/7-concerto_no.3_in_f_major_rv_2.mp3","57614"
"classical","american_baroque","four_seasons_by_vivaldi","concerto_no_4_in_g_minor_rv_2","11","classical/american_baroque/the_four_seasons_by_vivaldi/11-concerto_no.4_in_g_minor_rv_2.mp3","57613"
"classical","andreas_haefliger","mozart_piano_sonatas","sonata_in_b_flat_minor_kv_570","9","classical/andreas_haefliger/mozart_piano_sonatas/9-sonata_in_b_flat_minor_kv_570.mp3","57694"
"classical","andreas_haefliger","mozart_piano_sonatas","sonata_in_d_major_kv_576","10","classical/andreas_haefliger/mozart_piano_sonatas/10-sonata_in_d_major_kv_576.mp3","57689"
"classical","andreas_haefliger","mozart_piano_sonatas","sonata_in_f_major_kv_533_494","2","classical/andreas_haefliger/mozart_piano_sonatas/2-sonata_in_f_major_kv_533-494.mp3","57692"
"classical","briddes_roune","lenten_is_come","bryd_by_a_strem","5","classical/briddes_roune/lenten_is_come/5-bryd_by_a_strem.mp3","58235"
"classical","briddes_roune","lenten_is_come","stond_wel_moder_under_roode","1","classical/briddes_roune/lenten_is_come/1-stond_wel_moder_under_roode.mp3","58232"
"classical","brook_street_band","handel_oxford_water_music","corelli_trio_sonata_op_2_no","10","classical/brook_street_band/handel_oxford_water_music/10-corelli_trio_sonata_op._2_no..mp3","57920"
"classical","brook_street_band","handel_oxford_water_music","handel_oxford_water_music_suit","20","classical/brook_street_band/handel_oxford_water_music/20-handel_oxford_water_music_suit.mp3","57918"
"classical","brook_street_band","handel_oxford_water_music","handel_oxford_water_music_suit","24","classical/brook_street_band/handel_oxford_water_music/24-handel_oxford_water_music_suit.mp3","57900"
"classical","brook_street_band","handel_oxford_water_music","handel_trio_sonata_op_2_no_3","28","classical/brook_street_band/handel_oxford_water_music/28-handel_trio_sonata_op._2_no._3.mp3","57915"
"classical","brook_street_band","handel_oxford_water_music","handel_trio_sonata_op_5_no_4","3","classical/brook_street_band/handel_oxford_water_music/3-handel_trio_sonata_op._5_no.4.mp3","57921"
"classical","brook_street_band","handel_oxford_water_music","leclair_premier_recreation_de","7","classical/brook_street_band/handel_oxford_water_music/7-leclair_premier_recreation_de.mp3","57902"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","miss_hamilton_cornelius_lyons","25","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/25-miss_hamilton_(cornelius_lyons.mp3","57628"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","rodney_s_glory_trad_arr_ros","21","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/21-rodney_s_glory_(trad._arr._ros.mp3","57626"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","sonata_ii_allegro","7","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/7-sonata_ii_allegro.mp3","57617"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","sonata_iii_grazioso","12","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/12-sonata_iii_grazioso.mp3","57629"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","sonata_iv_minuet","16","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/16-sonata_iv_minuet.mp3","57633"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","sonata_v_minuet","20","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/20-sonata_v_minuet.mp3","57639"
