filename,chroma_stft,chroma_stftV,rmse,rmseV,spectral_centroid,spectral_centroidV,spectral_bandwidth,spectral_bandwidthV,rolloff,rolloffV,zero_crossing_rate,zero_crossing_rateV,tempo,mfcc1,mfcc1V,mfcc2,mfcc2V,mfcc3,mfcc3V,mfcc4,mfcc4V,mfcc5,mfcc5V,mfcc6,mfcc6V,mfcc7,mfcc7V,mfcc8,mfcc8V,mfcc9,mfcc9V,mfcc10,mfcc10V,mfcc11,mfcc11V,mfcc12,mfcc12V,mfcc13,mfcc13V,mfcc14,mfcc14V,mfcc15,mfcc15V,mfcc16,mfcc16V,mfcc17,mfcc17V,mfcc18,mfcc18V,mfcc19,mfcc19V,mfcc20,mfcc20V,label
blues.00043.au,0.39902548209621946,0.29177937584148617,0.1273106336593628,0.03626313433051109,2155.6549226375455,433.7424104200446,2372.4036041416352,245.43128629928728,5012.019693002612,968.9127807755233,0.08716538373161764,0.03500117514815884,129.19921875,-109.1653551094614,46.97645626918486,100.621500131736,15.174565321550896,-8.61472085506729,19.58753528518361,47.35847504208028,9.103810417539762,-6.555959814324401,9.477298947543769,39.613614884535934,9.622118082120764,-8.518134348526631,9.533957592090498,29.56467246561322,6.398171454011012,-16.575961527857103,7.686847382438242,13.165634367701907,10.673391019846227,-24.209793430707496,6.4167454570321345,6.585774058064747,7.928779029363286,-8.642620994704048,6.60225768263457,4.912258600190216,6.239908127257736,-15.442803770843778,6.214494784843872,1.5387503660590087,6.192778012284627,-6.732474384169309,6.703938165807605,1.417774069864476,8.70924981066156,-3.9617504697981283,6.374631310894146,3.2874602683449208,8.256076248171308,blues
blues.00012.au,0.2693200216144126,0.3064448255947305,0.11907171458005905,0.06367941945791245,1361.0454673278882,507.00255216758495,1567.804595729619,212.5938330471828,2739.6251005284926,975.8984129396086,0.06912392064144737,0.04879831148262711,92.28515625,-207.20808000096704,67.66520359988134,132.79917547173525,25.797889205337537,-15.438985574580657,30.584546389748283,60.9867270103288,18.20541790599924,0.7258069987326776,17.704874718861358,12.43782769594966,10.068071435828482,1.1838357226819083,10.423920494573427,-1.5407794479807513,10.56050045627645,-17.888153908063188,9.828887939040118,8.358496131028001,9.75211772055178,-2.45206763021195,11.81960804719945,-0.6132481781338707,9.629570982260052,0.38487737035503394,9.303227753870182,2.605127926563345,7.331075010876697,-5.1889237507533155,6.766511231027593,-9.527455286518675,8.324830375094727,-9.244394048981395,7.985038449274463,-2.848273751032292,8.294367390721296,-1.4187068621065633,10.593412899385868,-5.932606959673902,9.565970645291397,blues
blues.00026.au,0.2784844616742252,0.3082158012945736,0.07697049528360367,0.07697349041700363,1198.6076653608022,402.48788380645925,1573.3089743924024,291.5250965470066,2478.3766802619484,996.7451897934646,0.051987591911764705,0.038570568194024366,83.35433467741936,-284.81950384065556,78.78644288708665,108.78562772693599,26.06126942785453,9.131956126420548,38.06531119467709,51.259029998309416,17.166602342103264,18.111256095314403,14.525578238236218,7.621316893911893,13.496917068737158,8.781746680665844,11.030457654522472,2.372426025919735,10.159471669860025,0.011786518295001658,9.67170001840542,2.250416761710593,10.306816039909377,4.2002780293803,9.183184210600736,-3.3037346312376124,9.882368640506964,1.6015607122469753,8.279856569521606,2.660516563181821,8.596797085802187,3.3234547440531776,9.552256068268733,3.258919758557873,10.747588437199804,-4.551105988944879,11.72000871232861,0.49384497352911216,10.291896280814592,5.937065625981837,11.857208486189558,3.231544281978248,13.031789493977938,blues
blues.00077.au,0.4088756181758112,0.2888836915458141,0.24321739375591278,0.07135109603404999,2206.7712464152564,429.1829523080038,2191.4735056963423,274.76881102606154,4657.388504075561,1044.2563633398386,0.11152578064531733,0.0338478587047076,99.38401442307692,-29.010990408564442,44.22310405285827,104.53291407548929,17.521751223685914,-30.97420732522317,17.54550569809533,38.156392118947224,10.44904820098425,-7.991166727450174,11.553647148276834,30.888570570372462,9.828385623458583,-20.597830688337634,9.935331448463822,25.829106081799875,8.346710602535543,-12.953563535384,9.19856023320007,16.94148520207745,7.311805242133369,-12.265393248916853,7.658697717638849,10.786453686073276,6.116198289719765,-10.558812392021018,6.796792962241867,6.877709432933743,6.345791056471181,-10.294857593805212,6.373698064139652,6.967845409298609,6.843315030127012,-10.256099593498602,7.194172493523672,0.7050139543501773,6.8181541389918605,-6.000722016502683,5.65213309032303,1.3489551857679514,6.690867347191158,blues
blues.00084.au,0.39625831632076247,0.29188966865055,0.2352380007505417,0.08445549756288528,2061.1507350613706,479.0207521367594,2085.1594475651855,286.18128788611835,4221.149475286619,1108.3804607221775,0.11339689555921052,0.0393754253599644,112.34714673913044,-38.96594076550617,62.40874253555851,112.03984269768007,20.824588353848686,-31.817035125846555,13.3584670777517,38.24083516736787,9.32332278054758,-6.320413491128739,12.000316587460707,23.331537435976568,7.790868740756332,-18.7784559310038,8.574919522596272,23.931795568860263,7.803080883542906,-10.936107685065345,6.926031938607374,13.2338513171084,6.401407779326566,-14.381296095978195,7.184856969534727,13.327048771606925,6.6804104362633145,-10.921601854236064,7.302076858673119,9.79561461571663,7.0663154910642865,-5.031276930806519,9.38387917143257,7.200982009913235,8.09622553768061,-6.754969137087666,6.716686557792145,2.6636116179259814,7.462276494745094,-4.380429791225665,6.921485298839938,0.41405470735702987,7.822529736591783,blues
blues.00094.au,0.3766867027528341,0.30973177833464827,0.14101780951023102,0.07331094145774841,1239.3372282343391,726.0804762420784,1659.4664703824992,482.2627044725203,2517.6181096410605,1680.8172514556081,0.05090785543246904,0.05006302719109203,103.359375,-206.2784314380986,82.5200363276804,126.62746798711643,33.286528537516276,10.585204843575752,27.634790748451437,43.22316786341587,15.040435801201356,12.501487519001815,15.177487009028168,19.425001992858146,16.079808719791917,0.35738224105955535,11.680172358063205,12.73880822778408,8.769416754720877,-4.572330206855467,8.610924131782403,4.050817279349341,7.7761402350812165,-4.413952821353925,9.725336926423502,3.6594086180751724,7.691266923705441,-1.4484807040256737,8.62743565638693,-1.6951501834240952,10.515190824302945,-7.157463819439714,8.606884038863178,1.1711138995440908,8.982990261985698,-6.22197459678454,8.346709668284127,0.600702590027874,8.259524582153304,-1.6050949507100885,8.261679560924676,-0.5287738546953902,7.53914567251591,blues
blues.00067.au,0.3379221685307677,0.29382280013236967,0.12909626960754395,0.02363259345293045,2258.538418665696,468.1224866197855,2176.031189289768,236.12337142255763,4755.429577901267,831.2940160676694,0.11276500217685759,0.04127225714341651,161.4990234375,-95.4244227767093,30.57121855704077,101.36865217103386,19.126227386042324,-20.682496525429023,18.609725059510282,48.65547563178834,13.2594341218825,-30.258639177931624,11.85135644390606,20.80252650661355,9.245852193232052,-18.303758286166484,15.53507525154132,14.134916538755013,7.909381911386169,-12.787579695314081,8.931463226314758,13.433700797320617,7.516208724796155,-14.072366575835014,10.290153655042085,7.723720643041416,8.56391627710699,-19.224148988131134,7.70079135301929,2.8563719342547538,6.967053980423343,-9.809445014581913,7.895109400446755,6.911755575153527,8.140351189768781,-11.303163834042888,8.741488562899109,8.940704316986402,8.043053301616816,-2.9596388933219844,7.746662492517769,-0.9754280541750479,7.775433055413147,blues
blues.00036.au,0.23323036568766967,0.3080078287465547,0.1978176385164261,0.06860604137182236,1247.244815048784,513.7974093942373,1908.052721904037,440.96013900567476,2620.5924869690884,1740.5310634337272,0.03690378289473684,0.01867459484688581,151.99908088235293,-200.22073177846676,53.63916830910006,116.34518082707847,22.023470944253198,18.060785149574166,14.164987271924428,25.288819404536437,17.052236509046995,0.31582521203736036,13.425823545222846,24.17677788478651,10.007942741001523,-22.22307983236451,17.586952919187066,11.183145578308078,9.749153678238986,-26.8419128619227,9.868407612197679,-7.6436560399951015,10.521378956710029,-24.872035612345073,11.12989755920617,-12.015284972828786,9.94128905085942,-17.0092422863676,8.83216216121649,-8.115376343870661,9.192006911828761,-11.959013510454913,8.92901172624229,-12.617976747241418,9.778203227564399,-14.18778120883703,9.702718613149296,-8.20447551470853,9.466709962391986,-15.024769441842764,8.100905502568969,-10.322150110988744,9.711288190444181,blues
blues.00002.au,0.363602838496103,0.29203876639198195,0.17557303607463837,0.05242328718304634,1552.4819582458867,395.63407046750604,1747.1659849613081,275.76567451365196,3040.514947755418,884.9383800037886,0.07630074799245357,0.031737819011002394,161.4990234375,-90.75439379121194,57.625785955842886,140.45990690263864,22.560396339694602,-29.10996528793778,20.29244709935625,31.68901439805488,12.007209514433699,-13.987036007376677,12.476018290243825,25.754761159221772,8.631958892778398,-13.649585904668193,10.3346533671318,11.629270996426808,10.323797911529994,-11.780588908638652,8.09829203941734,9.706442349683366,8.235600569101457,-13.123111443400685,7.596486613670326,5.789264864718009,8.033044790542293,-8.90522443403181,7.774160554873813,-1.083719989862199,7.597540512330941,-9.2183588970385,6.040387061417537,2.4558052297783175,6.372683062655002,-7.726901333052281,6.904746595377356,-1.8157238511274951,7.240518900055091,-3.433434271765602,6.828190452543012,-2.2268214410310225,5.529573383145329,blues
blues.00053.au,0.41250076438084543,0.2929831599521875,0.1683579683303833,0.06069599837064743,2171.221741738743,412.33298711162473,1954.3837849781357,291.2620826140818,4237.132711971507,863.8836146696673,0.13280229598006965,0.04846691288105842,103.359375,-76.71795930097558,53.919311705697815,105.7535296702161,20.822524145022165,-43.181755437371834,19.749564463962496,60.94585044582314,20.19140701128665,-8.75863103725194,14.337833067529466,21.227078947322024,11.042320542737395,-12.86484559841326,12.841814812964511,18.6038440289244,12.210139351416736,-11.384938635359228,7.548860672689169,14.541766177756308,8.872316900879321,-6.047970457317012,8.30733319620401,12.726959117803096,8.028120169454104,-9.36680939415533,7.401743113631546,1.3508592459824387,8.023597371814537,-3.6099722972283614,7.571543457166741,6.997608520180384,6.701798928750981,-4.05300759790226,7.774191947997519,-0.2714267821223737,7.253497952431025,-3.696091568738732,7.384357248128766,-0.5040414382022146,7.542890847938236,blues
