"classical","american_baroque","dances_and_suites_of_rameau_an","air_suite_from_les_fetes_d_he","16","classical/american_baroque/dances_and_suites_of_rameau_an/16-air_suite_from_les_fetes_d_he.mp3"
"classical","american_baroque","dances_and_suites_of_rameau_an","air_vif_de_lacdemoniens_suite","30","classical/american_baroque/dances_and_suites_of_rameau_an/30-air_vif_de_lacdemoniens_suite.mp3"
"classical","american_baroque","dances_and_suites_of_rameau_an","l_oracle_suite_in_d_from_les","26","classical/american_baroque/dances_and_suites_of_rameau_an/26-l'oracle_suite_in_d_from_les.mp3"
"classical","american_baroque","dances_and_suites_of_rameau_an","la_victoire_suite_in_d_from_l","28","classical/american_baroque/dances_and_suites_of_rameau_an/28-la_victoire_suite_in_d_from_l.mp3"
"classical","american_baroque","dances_and_suites_of_rameau_an","les_fauvetes_plaintives_xivem","21","classical/american_baroque/dances_and_suites_of_rameau_an/21-les_fauvetes_plaintives_xivem.mp3"
"classical","american_baroque","dances_and_suites_of_rameau_an","musette_suite_from_les_fetes","4","classical/american_baroque/dances_and_suites_of_rameau_an/4-musette_suite_from_les_fetes.mp3"
"classical","american_baroque","dances_and_suites_of_rameau_an","pour_le_genie_de_mars_suite_i","27","classical/american_baroque/dances_and_suites_of_rameau_an/27-pour_le_genie_de_mars_suite_i.mp3"
"classical","american_baroque","dances_and_suites_of_rameau_an","ritournelle_suite_from_les_fe","7","classical/american_baroque/dances_and_suites_of_rameau_an/7-ritournelle_suite_from_les_fe.mp3"
"classical","american_baroque","four_seasons_by_vivaldi","concerto_no_1_in_d_major_rv_2","1","classical/american_baroque/the_four_seasons_by_vivaldi/1-concerto_no.1_in_d_major_rv_2.mp3"
"classical","american_baroque","four_seasons_by_vivaldi","concerto_no_2_in_g_minor_rv_3","5","classical/american_baroque/the_four_seasons_by_vivaldi/5-concerto_no.2_in_g_minor_rv_3.mp3"
"classical","american_baroque","four_seasons_by_vivaldi","concerto_no_3_in_f_major_rv_2","9","classical/american_baroque/the_four_seasons_by_vivaldi/9-concerto_no.3_in_f_major_rv_2.mp3"
"classical","andreas_haefliger","mozart_piano_sonatas","sonata_in_b_flat_minor_kv_570","7","classical/andreas_haefliger/mozart_piano_sonatas/7-sonata_in_b_flat_minor_kv_570.mp3"
"classical","andreas_haefliger","mozart_piano_sonatas","sonata_in_c_major_kv_545","5","classical/andreas_haefliger/mozart_piano_sonatas/5-sonata_in_c_major_kv_545.mp3"
"classical","andreas_haefliger","mozart_piano_sonatas","sonata_in_d_major_kv_576","12","classical/andreas_haefliger/mozart_piano_sonatas/12-sonata_in_d_major_kv_576.mp3"
"classical","briddes_roune","lenten_is_come","ar_ne_kuth_ich_sorghe_non","2","classical/briddes_roune/lenten_is_come/2-ar_ne_kuth_ich_sorghe_non.mp3"
"classical","briddes_roune","lenten_is_come","man_mai_longe_lives_weene","6","classical/briddes_roune/lenten_is_come/6-man_mai_longe_lives_weene.mp3"
"classical","brook_street_band","handel_oxford_water_music","corelli_trio_sonata_op_1_no","12","classical/brook_street_band/handel_oxford_water_music/12-corelli_trio_sonata_op._1_no..mp3"
"classical","brook_street_band","handel_oxford_water_music","handel_oxford_water_music_suit","18","classical/brook_street_band/handel_oxford_water_music/18-handel_oxford_water_music_suit.mp3"
"classical","brook_street_band","handel_oxford_water_music","handel_oxford_water_music_suit","22","classical/brook_street_band/handel_oxford_water_music/22-handel_oxford_water_music_suit.mp3"
"classical","brook_street_band","handel_oxford_water_music","handel_trio_sonata_op_2_no_3","26","classical/brook_street_band/handel_oxford_water_music/26-handel_trio_sonata_op._2_no._3.mp3"
"classical","brook_street_band","handel_oxford_water_music","handel_trio_sonata_op_5_no_4","1","classical/brook_street_band/handel_oxford_water_music/1-handel_trio_sonata_op._5_no.4.mp3"
"classical","brook_street_band","handel_oxford_water_music","leclair_premier_recreation_de","5","classical/brook_street_band/handel_oxford_water_music/5-leclair_premier_recreation_de.mp3"
"classical","brook_street_band","handel_oxford_water_music","leclair_premier_recreation_de","9","classical/brook_street_band/handel_oxford_water_music/9-leclair_premier_recreation_de.mp3"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","orange_rogue_trad_arr_r","17","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/17-the_orange_rogue_(trad._arr._r.mp3"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","sonata_i_minuet","3","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/3-sonata_i_minuet.mp3"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","sonata_ii_minuet","8","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/8-sonata_ii_minuet.mp3"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","sonata_iii_moderato","10","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/10-sonata_iii_moderato.mp3"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","sonata_v_allegro","19","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/19-sonata_v_allegro.mp3"
"classical","doc_rossi","demarzi_6_sonatas_for_cetra_o_kitara","sonata_vi_largo","22","classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/22-sonata_vi_largo.mp3"
"classical","dufay_collective","cancionero","baxa_de_contrapunto","7","classical/dufay_collective/cancionero/7-baxa_de_contrapunto.mp3"
"classical","dufay_collective","cancionero","differencias_sobr_el_canto","8","classical/dufay_collective/cancionero/8-differencias_sobr'el_canto.mp3"
"classical","dufay_collective","cancionero","fabordon_del_primer_tono","20","classical/dufay_collective/cancionero/20-fabordon_del_primer_tono.mp3"
"classical","dufay_collective","cancionero","la_spagna","22","classical/dufay_collective/cancionero/22-la_spagna.mp3"
"classical","dufay_collective","cancionero","mi_libertad_en_sosiego","17","classical/dufay_collective/cancionero/17-mi_libertad_en_sosiego.mp3"
"classical","dufay_collective","cancionero","pase_el_agoa_ma_julieta","30","classical/dufay_collective/cancionero/30-pase_el_agoa_ma_julieta.mp3"
"classical","dufay_collective","cancionero","que_faray_ie_mal_fortune","21","classical/dufay_collective/cancionero/21-que_faray_ie_mal_fortune.mp3"
"classical","dufay_collective","cancionero","ya_cantan_los_gallos","12","classical/dufay_collective/cancionero/12-ya_cantan_los_gallos.mp3"
"classical","dufay_collective","l_estampida","english_danse","2","classical/dufay_collective/a_l'estampida/2-english_danse.mp3"
"classical","dufay_collective","l_estampida","estampie_robertsbridge_codex","6","classical/dufay_collective/a_l'estampida/6-estampie_(robertsbridge_codex).mp3"
"classical","dufay_collective","l_estampida","salterello","11","classical/dufay_collective/a_l'estampida/11-salterello.mp3"
"classical","edward_martin","art_of_the_lute_in_renaissance","aupres_de_vous_sermisy","13","classical/edward_martin/art_of_the_lute_in_renaissance/13-aupres_de_vous_(sermisy).mp3"
"classical","edward_martin","art_of_the_lute_in_renaissance","branle_gay_c_est_mon_amy_attaignant","17","classical/edward_martin/art_of_the_lute_in_renaissance/17-branle_gay_c'est_mon_amy_(attaignant).mp3"
"classical","edward_martin","art_of_the_lute_in_renaissance","branle_poictou_attaingnant","31","classical/edward_martin/art_of_the_lute_in_renaissance/31-branle_poictou_(attaingnant).mp3"
"classical","edward_martin","art_of_the_lute_in_renaissance","fantasia_xviii_de_rippe","14","classical/edward_martin/art_of_the_lute_in_renaissance/14-fantasia_xviii_(de_rippe).mp3"
"classical","edward_martin","art_of_the_lute_in_renaissance","guillarde_milanoise_morlaye","10","classical/edward_martin/art_of_the_lute_in_renaissance/10-guillarde_milanoise_(morlaye).mp3"
"classical","edward_martin","art_of_the_lute_in_renaissance","il_me_souffit_sermisy","34","classical/edward_martin/art_of_the_lute_in_renaissance/34-il_me_souffit_(sermisy).mp3"
"classical","edward_martin","art_of_the_lute_in_renaissance","mill_regretz_josquin","32","classical/edward_martin/art_of_the_lute_in_renaissance/32-mill_regretz_(josquin).mp3"
"classical","edward_martin","art_of_the_lute_in_renaissance","prelude_phalese","1","classical/edward_martin/art_of_the_lute_in_renaissance/1-prelude_(phalese).mp3"
"classical","edward_martin","art_of_the_lute_in_renaissance","sixiesme_branle_de_bourgogne","29","classical/edward_martin/art_of_the_lute_in_renaissance/29-sixiesme_branle_de_bourgogne_(.mp3"
"classical","edward_martin","baroque_lute_duets","duets_for_2_lutes_in_a_minor_a","7","classical/edward_martin/baroque_lute_duets/7-duets_for_2_lutes_in_a_minor_a.mp3"
"classical","edward_martin","baroque_lute_duets","sonata_in_c_major_weiss_la","3","classical/edward_martin/baroque_lute_duets/3-sonata_in_c_major_(weiss)_-_la.mp3"
"classical","edward_martin","baroque_lute_duets","suite_for_2_lutes_in_bb_baron","12","classical/edward_martin/baroque_lute_duets/12-suite_for_2_lutes_in_bb_(baron.mp3"
"classical","edward_martin","luis_milan_el_maestro","fantasia_11","11","classical/edward_martin/luis_milan_-_el_maestro/11-fantasia_11.mp3"
"classical","edward_martin","luis_milan_el_maestro","fantasia_4","4","classical/edward_martin/luis_milan_-_el_maestro/4-fantasia_4.mp3"
