filename,chroma0,chroma0_std,chroma0_diff,chroma0_diff_std,chroma1,chroma1_std,chroma1_diff,chroma1_diff_std,chroma2,chroma2_std,chroma2_diff,chroma2_diff_std,chroma3,chroma3_std,chroma3_diff,chroma3_diff_std,chroma4,chroma4_std,chroma4_diff,chroma4_diff_std,chroma5,chroma5_std,chroma5_diff,chroma5_diff_std,chroma6,chroma6_std,chroma6_diff,chroma6_diff_std,chroma7,chroma7_std,chroma7_diff,chroma7_diff_std,chroma8,chroma8_std,chroma8_diff,chroma8_diff_std,chroma9,chroma9_std,chroma9_diff,chroma9_diff_std,chroma10,chroma10_std,chroma10_diff,chroma10_diff_std,chroma11,chroma11_std,chroma11_diff,chroma11_diff_std,tonnet0,tonnet0_std,tonnet0_diff,tonnet0_diff_std,tonnet1,tonnet1_std,tonnet1_diff,tonnet1_diff_std,tonnet2,tonnet2_std,tonnet2_diff,tonnet2_diff_std,tonnet3,tonnet3_std,tonnet3_diff,tonnet3_diff_std,tonnet4,tonnet4_std,tonnet4_diff,tonnet4_diff_std,tonnet5,tonnet5_std,tonnet5_diff,tonnet5_diff_std,label
blues.00000.au,0.3014079994922146,0.11095815413748551,-9.617783548007116e-05,0.008362132014785594,0.2850573479494614,0.09906630749765259,0.00013341528578889806,0.007150561124402015,0.2667112946518875,0.07062220652909994,0.0001624485048713032,0.005759837189258686,0.19777026236191136,0.05725629084287726,0.0001377154907952708,0.004619177156939091,0.21969253942600772,0.08535675429351626,4.051021925094743e-06,0.005814554563700401,0.29088471656161924,0.07571022957662421,-3.196905480480422e-05,0.004627239159445342,0.3253463121838929,0.08177576548735084,-4.550716993766695e-05,0.0052341390445985615,0.33226963775222773,0.09104187797835836,-8.319044555025071e-05,0.006325011143708213,0.27624382344547604,0.06295868066255354,-3.6819741682457286e-05,0.005105712415355819,0.23885283423369347,0.07710064376146902,-3.607443598181146e-05,0.004806789214407257,0.2613435778849794,0.0935806112009497,-2.8164946780748632e-05,0.006598706511001648,0.2856478875071016,0.09059794951454092,-8.377208442524418e-05,0.006772028364655313,0.004993245251620412,0.026699599805645752,-8.905411919068405e-05,0.02387925908222772,0.012458570915789308,0.028735772053777246,4.9813403084257296e-05,0.024902518693354175,0.00508702377580304,0.08453664013855898,-2.6756373895822766e-05,0.053137210449775665,-0.010493800433216802,0.08237733846579855,1.3018644511169906e-05,0.05419670769655948,0.001980186205614663,0.02083732542536397,-1.9969377933267934e-05,0.016065151097027396,-0.0043058687843839805,0.022819653474977355,1.5586979507523817e-05,0.017480875228791735,blues
blues.00001.au,0.26648019007321866,0.14736216866517715,-0.00014673181837985015,0.007444955618926668,0.23225441291796484,0.10095363402271647,0.00010530986948763107,0.007607638200643544,0.19486281366464542,0.09317630491565988,0.0001909052535115918,0.007909431993992484,0.16833547669462776,0.07679875366485149,3.734545521294389e-05,0.005840317472721576,0.20573656257954448,0.07247396754606997,-3.7783873040636374e-05,0.005060183039585521,0.2523919698006712,0.0806365931204481,-8.856395851946738e-05,0.005476872452829101,0.35419460953709275,0.09498560628374063,7.347005596671596e-05,0.006639176140176036,0.43328710065799353,0.11060798664150463,0.00024045851718259477,0.007980969002990501,0.3509710038964751,0.0871845098285367,-1.870000778678902e-05,0.006885044063875337,0.22257062263571847,0.0630425387230727,-8.064088081935718e-05,0.0055731685976203255,0.2150332451706763,0.08389192269803215,-0.00014125588706918714,0.0063945831703454015,0.24027670840173132,0.12130520606826728,-9.552713264079049e-05,0.0061658078899588225,0.00743660763503679,0.02820228171732313,0.00013389237218391993,0.02253064366129665,0.01828849149349412,0.03136425993119354,9.123943478187494e-05,0.025147018862539307,0.04651608956301863,0.08889172239156451,9.305747716720622e-05,0.05188122963466426,0.011819275199157367,0.09783685222920702,7.992221162261024e-05,0.05171166638464267,0.007859058627547086,0.023277812944982285,1.7107378631717384e-05,0.0153154353261917,-0.007299456849337116,0.02594178951408631,-3.252957138099809e-05,0.01637930616064333,blues
blues.00002.au,0.24527902920388106,0.07290492120975117,8.907818740615144e-06,0.005915748237858376,0.13763272977736862,0.05843480360699696,2.6965468797284392e-05,0.004547004096776972,0.21503024333604606,0.06831802180830965,-3.57756515158894e-05,0.005534219585411197,0.32170019157429186,0.09543462022697363,-0.00010960153830664258,0.007007598931155045,0.3841492912331188,0.11372706926998398,5.4568658061057404e-05,0.008856332994892848,0.30490905140044877,0.07620859031483374,9.15743219425429e-05,0.00552528574580969,0.22427081711858002,0.06606338285450966,-2.689771874177957e-07,0.004314191189081239,0.24315126757879582,0.06156316227402706,-8.446289217529572e-05,0.005148980818551443,0.23317558782009287,0.08256232940555716,-3.436067384977243e-05,0.005404234841015351,0.24729920076965578,0.12597811177821477,-1.3024880728951882e-05,0.006816855093155638,0.30978016845128853,0.08690584601628688,-7.577307616434728e-05,0.006575462177929608,0.3464043938307535,0.10039047704622008,1.1948968362346422e-05,0.00708290265506023,0.024186168498187083,0.028922360613771028,3.731513444404829e-05,0.028386743321309645,-0.008944954499637791,0.02583837534173399,-1.2137200327237948e-05,0.025759276570738964,0.04948504319819854,0.09363467487398379,0.00011253807433324031,0.057750537719770546,0.03320176754525453,0.09569525601099488,-6.959114159553255e-05,0.058913878073096594,0.0008916270268489229,0.026712133507480938,-2.1085299440879257e-05,0.018976472078258384,-0.0071410177544812825,0.024211924629581147,-7.357169317966709e-06,0.01896051803227914,blues
blues.00003.au,0.17979136300815507,0.11630117576295555,5.833220448622621e-07,0.011654147080512047,0.20705739049666683,0.13296448858509607,-0.00023262942514845215,0.010360472655955159,0.31849525897160014,0.16061276798016777,-0.00029366368354601265,0.010556899378451189,0.4211922375565843,0.1311733247081858,9.632445505212821e-06,0.01355192179516874,0.404581487703599,0.15226306826481315,0.00035015787692973545,0.014815498979828952,0.267752093593731,0.10102389451209419,0.00028352287469265406,0.009087667127012415,0.13069626906743328,0.08606243821083488,0.00011315036066883381,0.005966371141494515,0.11158999536255644,0.08429500085040119,-6.727858389712843e-05,0.006894993347503486,0.13217240193957425,0.0852715949756025,2.619479270817608e-05,0.006167117151696984,0.1652253999310779,0.10925968782304225,4.116710714214677e-05,0.007884292173232945,0.2690351526790359,0.17034750714018632,0.00010910196723584529,0.01546530709582897,0.2560947565409869,0.167265279449851,5.923753763572087e-05,0.016803153580204868,-0.0024569742400254056,0.0353063228802085,-3.4027383694819045e-05,0.025342983573389464,-0.015543903168929086,0.03365837198764591,-8.30464409712307e-05,0.023953351328378066,0.06410104403120875,0.12417746545164113,-7.506608424236599e-05,0.053453261479834945,-0.0010473889880048548,0.13635915091865994,9.195096125631553e-05,0.0477038493296635,0.006266014588851978,0.03243161351243155,2.767657486310233e-05,0.015960887642867207,-0.013154933678569373,0.037030227679111724,-3.656860429315128e-05,0.018057016373903806,blues
blues.00004.au,0.16816972362047428,0.07181738275775976,-7.167819896893126e-05,0.0044683286605251855,0.2619615154954976,0.11633726314278114,-8.353643971733635e-05,0.007314328165018606,0.31561753412612936,0.09294039088487625,2.128152900565713e-05,0.00623319128794031,0.2058142633126872,0.07267451436254341,0.0001276863494735578,0.005370978233550905,0.22912660005024685,0.0633384523558699,0.0001154779403547213,0.004334991870880403,0.3864469916916864,0.07370838997652737,4.4717590627607795e-05,0.005464347391259357,0.3023867507514156,0.0705641161978708,4.840033420285942e-05,0.005338170950098662,0.14639279856120616,0.08052861474913268,-3.319131089609542e-05,0.004348994424715747,0.18031731085136207,0.08828636406054807,-7.053177232575991e-05,0.005617447995596642,0.3171335101729895,0.03969929772956545,-7.925984581667747e-05,0.0033610053169289412,0.4017246474168702,0.06906652324000902,-2.9011974411209e-05,0.004815747345934959,0.2830227096737406,0.06464221832155594,-2.0388916346487783e-05,0.004587676220127945,-0.023817077408852548,0.02723403271984491,-4.135088482976992e-05,0.02890992930997352,0.012276889457867228,0.026999191162074512,3.532071958980591e-05,0.027733511676669077,-0.0801662308918677,0.08822150232554,4.782116172631498e-06,0.07174372969617025,-0.10129341350279875,0.09386726361157623,-0.00011732350855627985,0.07382490372226909,-0.010936176802608161,0.024254817572431895,-1.3084151508807731e-05,0.021750227531630407,-0.01749766609574516,0.02282970887962196,-3.0094907687770592e-05,0.021870052852392585,blues
blues.00005.au,0.20088845844912356,0.1471396441521217,1.5836205893843145e-05,0.007227258405523918,0.329426238882822,0.09381752593670292,3.727344447483587e-05,0.00696947342171346,0.43573193867084054,0.1301700442719337,0.00012827940507230843,0.006625475894006889,0.30610646186165513,0.10759579863453099,0.0002249822758985268,0.005618236007360183,0.0911440202956885,0.04749288658216466,6.088530838060825e-05,0.004263993856134048,0.12802580811507236,0.07386031638655272,0.00014164866818287928,0.005299391404834344,0.24479398147870093,0.10904264852828816,-4.8040658025285384e-05,0.0061248226033460175,0.35221559522818324,0.12077468656877469,-6.595156239378162e-05,0.0062887744498258385,0.24981290367797912,0.06432955141465076,-7.683694970935533e-05,0.005979967065911461,0.2108912702886026,0.08086830171725073,-0.00017963710872706155,0.006057615899886869,0.22550193460075024,0.10858462047792787,-0.00012924225805372003,0.007688418379839275,0.26556101085065986,0.1224594142311853,1.6993835627139222e-05,0.008222249935546362,0.023514960910448066,0.037661480508167984,6.752246111684127e-05,0.027406574307134137,0.02060535889874029,0.03048010720777215,6.150212090918133e-05,0.027982634491038463,0.06038728334657927,0.09461468768590205,-4.1625066130822513e-05,0.06271038818224335,-0.09805918984327673,0.12320621134060433,-1.5388398834852862e-05,0.06956426921910266,-0.011859039782516102,0.028081539487731885,-4.944187986938764e-05,0.0196018717528241,-0.01526947067792162,0.028086207819843764,7.4301231721785715e-06,0.021104807440461993,blues
blues.00006.au,0.29388048805154665,0.12201234958158141,-0.0002018407533903279,0.010324618982899022,0.18994890983472393,0.09973666047054573,-0.00012886311585418993,0.008518680053141466,0.08458753181672239,0.07552924014683189,0.00010500110284319031,0.005273722070584503,0.10040681581629887,0.09259671383941771,8.850774461998691e-05,0.0066226058586189565,0.2699275439143722,0.1075895558405422,7.746432658966391e-05,0.007379987817701224,0.39969969058756744,0.1475951494443111,3.801163537192865e-05,0.009991474343274515,0.27975765750943565,0.11022099702870586,6.916959927406919e-05,0.007944235655253882,0.13511190010021157,0.06646003705234839,5.229566397360468e-05,0.005452578686574805,0.22801054561627615,0.12702764387961546,-0.00011029327566252918,0.010055221761635088,0.35389183686385356,0.12417530800812901,3.3798962610128886e-05,0.009298710972578148,0.3393067798885012,0.12039628448947613,0.00020566372200132193,0.008761521557613807,0.2904870376426132,0.139094476942062,-9.387893861605525e-05,0.008230105354292732,-0.012014347862463646,0.03356178137118179,2.4918923944878567e-05,0.032504945607050396,0.018634733945424163,0.035001608523817236,2.2785700730548584e-06,0.030129889230484052,-0.10978417050576326,0.13100258146409985,-0.0001569855733726909,0.08133500593790481,0.021665454929334818,0.13463792861602603,-0.00013329733649005183,0.08020459413888921,-0.012832628744498326,0.031705900873307054,-1.4606673565749719e-05,0.024639571999291832,0.009052263425476884,0.031711532407388214,8.45907801906487e-06,0.023766805205981886,blues
blues.00007.au,0.18430546445375942,0.074984720197832,-1.420079316029716e-05,0.005451927522308869,0.18704874866437513,0.1297869580386327,-0.00022018663095270622,0.008600006896350008,0.21303329364595272,0.1266169387389333,-0.0002077031808215276,0.009395616550757697,0.16618680782588355,0.12918074947181707,-6.528280392284749e-06,0.009338154966618328,0.21055632825446657,0.12504114240048123,1.635713158403768e-05,0.008238537789500244,0.3018203278015098,0.09318772002301097,-4.9714905797672686e-05,0.008099402315887367,0.21549077085252424,0.0771478506261961,-0.00016923834603118845,0.006451333626660189,0.11918667286679785,0.09470346872333042,-0.00019590315509872256,0.004899466650196364,0.17966457323273283,0.11159890665402282,8.773514877448011e-06,0.008045432560219206,0.3573450730200798,0.09746030410941554,0.00014241941743567898,0.007780016785681112,0.4813836841173818,0.1207878834849513,0.00018751949882341948,0.007489677676525584,0.3618889843727247,0.09129001491349278,0.0002551168759808807,0.00542031757070304,-0.024724008025972487,0.036489731695352114,-1.9589885924890656e-05,0.037541272242254266,0.008523253050789116,0.032439571377425855,3.8376045814167225e-05,0.03178012761947851,-0.04224027274207022,0.09996834818003814,-6.117523232152745e-05,0.07699984310084577,-0.09545217176480314,0.12989113332453867,-0.00012059555458347592,0.08267005761131371,0.001971897938816142,0.027934647547683607,-3.962538541402994e-06,0.02482113853878876,-0.018445243959438282,0.030230783958739474,-4.780524721466226e-05,0.025379532557733862,blues
blues.00008.au,0.2897642108617141,0.07521388800320306,8.116566836640408e-05,0.007468681988316426,0.18856249971808295,0.10013107182197223,0.0003050940119816909,0.010697995775082786,0.20803535160154862,0.1161814835363421,0.00030103102969418217,0.01303392919104105,0.34550542444180604,0.0867226642044017,9.311116840170867e-06,0.009327553960455134,0.3732971629351834,0.11643879961122923,-0.00020456134507223592,0.011497584877278592,0.29335966197942603,0.0705630707848825,-0.00014788952641190312,0.006824476978484481,0.1766098431359201,0.03808566009638427,-0.00010393048597082195,0.003421554507224428,0.1880730299841665,0.04180823786816172,-3.604329103302288e-05,0.003312907967146311,0.21055009243314712,0.05301944550793613,2.716312422021498e-05,0.003707162259765453,0.24601734385575388,0.06055914074043679,-6.285885290975202e-05,0.004893915396035669,0.30909430304489816,0.06264326051354645,-7.70983418716235e-05,0.006265954758425384,0.3848868291778021,0.09209466108815134,-5.363807767874412e-05,0.00931724236803389,0.016198753577987356,0.028270528989858306,-7.607233672799779e-05,0.023581263598299367,-0.013283899581542325,0.024279714444330313,5.3106699036004757e-05,0.02136736084940188,0.04863016258577005,0.07866312205295152,-1.6905902177485575e-05,0.04498103665237575,0.04221460572271374,0.10778213378178929,0.00013563085051414287,0.049551277991324756,-0.0008442093122124686,0.02858679176109871,-4.974446173787197e-05,0.01530416355740913,-0.008671591462130647,0.02195816759399798,-1.6500267956997937e-05,0.015083579675876684,blues
blues.00009.au,0.2715627140325861,0.13807130358995856,5.12515359581627e-05,0.00906512642658763,0.3313192385439398,0.13221231578328552,-0.00011907596071725073,0.009521465802106896,0.35798010644288303,0.12609104684839562,3.269399872275105e-05,0.008742540542781537,0.2542198031114165,0.10011846877812965,-6.035459568069701e-06,0.006942587094338778,0.2185379434687174,0.12686313697857798,8.150632489152032e-05,0.009422792990542184,0.2128149039174338,0.14513220135386395,-5.028161421793347e-05,0.010608931818854693,0.25269670403960476,0.12625789410082336,-0.00014170148375373246,0.008092917993994109,0.32772315744287195,0.15472441472745832,-0.0001983289441410786,0.008746995543404846,0.28327904197512294,0.11694346088656644,-9.025951438474606e-05,0.007003545977476622,0.15976188246529716,0.08974166846177349,0.00017053603225664575,0.00535596884370298,0.16262317052483505,0.1030022709503949,0.0002500360110797055,0.0071490034747605955,0.21530306815800065,0.09476570621250885,0.00017205103850350412,0.007222906125421005,0.013985234465605269,0.031047553106732823,2.2418438238809853e-05,0.02770523199206268,0.01809413479443643,0.03218048989635691,-2.2893409818363604e-05,0.030654173713813012,0.014069325682973801,0.11767794702244037,-0.00010677944477509955,0.06910351656837432,-0.006470057719224625,0.10651637088467615,-9.763166976498515e-05,0.06905374534276067,-0.0016288910527401058,0.028099173855519754,2.271450929981931e-06,0.020983560325678326,-0.0194980284685129,0.028570163749047715,-2.407485373046888e-05,0.022845445599821972,blues
