filename,rmse,rmse_v,rmse_diff,rmse_diff_v,spectral_centroid,spectral_centroid_v,spectral_centroid_diff,spectral_centroid_diff_v,spectral_bandwidth,spectral_bandwidth_v,spectral_bandwidth_diff,spectral_bandwidth_diff_v,spectral_contrast,spectral_contrast_v,spectral_contrast_diff,spectral_contrast_diff_v,spectral_flatness,spectral_flatness_v,spectral_flatness_diff,spectral_flatness_diff_v,spectral_rolloff,spectral_rolloff_v,spectral_rolloff_diff,spectral_rolloff_diff_v,zcr,zcr_v,zcr_diff,zcr_diff_v,mfcc0,mfcc0_v,mfcc0_diff,mfcc0_diff_v,mfcc1,mfcc1_v,mfcc1_diff,mfcc1_diff_v,mfcc2,mfcc2_v,mfcc2_diff,mfcc2_diff_v,mfcc3,mfcc3_v,mfcc3_diff,mfcc3_diff_v,mfcc4,mfcc4_v,mfcc4_diff,mfcc4_diff_v,mfcc5,mfcc5_v,mfcc5_diff,mfcc5_diff_v,mfcc6,mfcc6_v,mfcc6_diff,mfcc6_diff_v,mfcc7,mfcc7_v,mfcc7_diff,mfcc7_diff_v,mfcc8,mfcc8_v,mfcc8_diff,mfcc8_diff_v,mfcc9,mfcc9_v,mfcc9_diff,mfcc9_diff_v,label
blues.00000.au,0.13022463023662567,0.0531872995197773,9.508480434305966e-05,9.508480434305966e-05,1784.4204464946638,360.2633609423946,-0.527211139102389,-0.527211139102389,2002.6501916232642,293.08196326072806,-0.476667150997562,-0.476667150997562,20.530732524634253,8.761008542853421,-0.004000729238955323,-0.004000729238955323,0.00449887290596962,0.0055146231316030025,-7.690780876146164e-06,-7.690780876146164e-06,3806.4853160373937,949.5588061190823,-1.4594541234992253,-1.4594541234992253,0.08306639113293343,0.02768996741355138,-3.7821940356312937e-06,-3.7821940356312937e-06,-113.5967421787754,50.648819965354704,0.09718065370937623,24.14894173912473,121.55730196553871,17.200908468461435,0.030844245896504443,8.242031729822598,-19.158824574192572,15.350782334771317,-0.020307662172657594,6.489854807860803,42.351028761460356,12.284883860355869,0.012723375593371005,5.8461753701781705,-6.376457093993789,12.95710035336065,0.001962181776424933,5.844573785110832,18.61887471034815,9.445806005529139,0.0053251852336057125,4.965582272373458,-13.697910860170115,8.225035559627136,0.00018362825293359608,4.784702352475419,15.344630200831624,8.305548253569254,0.008807168541396985,4.478435018533118,-12.285265747087779,9.061618463941223,0.0020580163836309935,4.680624629310215,10.980490823454828,7.963517574721405,-0.012022072234045476,4.43238613868193,blues
blues.00001.au,0.09591842442750931,0.0487181581556797,4.8073990910779685e-05,4.8073990910779685e-05,1529.8353159300757,613.1753614767318,0.787014311517143,0.787014311517143,2038.617578969221,462.3791332151228,0.7907554243803865,0.7907554243803865,20.676333757833834,8.23938667113734,-0.0010669152705663964,-0.0010669152705663964,0.0022944591473788023,0.004851861856877804,2.404661245236639e-06,2.404661245236639e-06,3548.8202074363876,1725.2496539016577,2.8772095577556156,2.8772095577556156,0.056044256724071206,0.03805920843998772,2.7231797056545315e-05,2.7231797056545315e-05,-207.5567959584134,88.12844001315882,0.144500200093013,29.494191043438974,124.00671718798907,23.673832785280432,-0.036391944021648415,10.516696147723787,8.930561658882072,23.92926165479358,0.007392875920935053,7.748144228915444,35.8746844809312,16.26991678613397,0.00810410302630704,7.010668461309346,2.9160377216746496,16.735913355948515,-0.03057144724482885,6.938206031026963,21.523724844956494,12.507802050629932,0.016164107887783677,5.416308022640139,-8.554703081545176,14.17741128158607,-0.010823983238129777,5.181077343162928,23.358672450147157,11.936523342139985,0.03668989934631769,5.1348185270336595,-10.103616358929084,12.89472459521267,-0.006294997879833881,5.309791947280484,11.903743520041866,10.21995663559726,0.005937385584664505,4.561132368110617,blues
blues.00002.au,0.17557303607463837,0.05242328718304634,-1.8445876776240766e-05,-1.8445876776240766e-05,1552.4819582458867,395.63407046750604,0.010894524909818787,0.010894524909818787,1747.1659849613077,275.765674513652,0.3052098703261349,0.3052098703261349,22.197265163058066,8.727204457161315,-0.006526744193625671,-0.006526744193625671,0.0026277729775756598,0.0033441646955907345,1.845489464358252e-06,1.845489464358252e-06,3040.514947755418,884.9383800037886,0.20015370836560806,0.20015370836560806,0.07630074799245357,0.031737819011002394,1.172480151045701e-05,1.172480151045701e-05,-90.75439379121194,57.625785955842886,-0.030420076972370744,31.731098182351065,140.45990690263864,22.560396339694602,-0.007497185026404998,11.922190174388332,-29.10996528793778,20.29244709935625,0.028722674667123683,10.517354074540023,31.68901439805488,12.007209514433697,0.011682106415685437,6.48855163831059,-13.987036007376677,12.476018290243825,0.003803490937764806,6.702350830866556,25.754761159221772,8.631958892778398,-0.006758960442378684,5.051761184145183,-13.649585904668193,10.3346533671318,-0.015789906005067793,5.750614615618813,11.629270996426806,10.323797911529994,0.00022842214117688696,5.738569588501084,-11.780588908638652,8.09829203941734,0.012356735096295311,5.28034692250369,9.706442349683368,8.235600569101457,0.004946129222462488,4.966616696300454,blues
blues.00003.au,0.14119118452072144,0.07961654663085938,-0.00010371381358709186,-0.00010371381358709186,1070.1199533246042,429.5327907710827,0.23192133576884816,0.23192133576884816,1596.3339477626816,408.11954720481225,0.3020453870891397,0.3020453870891397,21.428764078652268,7.962859090539793,-0.003993445388034471,-0.003993445388034471,0.0009534540004096925,0.001631661900319159,8.691088169143768e-07,8.691088169143768e-07,2185.028454098539,1222.39519418623,0.3919676788826491,0.3919676788826491,0.03330894446594427,0.02056877198727728,1.2481240317583268e-05,1.2481240317583268e-05,-199.4311443622731,74.13010842492052,-0.1147197620057065,25.456165364421867,150.0992177925424,21.3723617402872,-0.02932684703958822,10.059068969827374,5.647594315988093,16.033262694413008,0.02257996137538426,7.156083441581088,26.871927453199174,12.576812859373348,-0.008818351156183908,5.871984059535879,1.7544625735083497,16.36676970985555,0.010582312320008835,6.09621661642457,14.23834423106636,11.263585852482601,-0.002102696593219639,4.898450957373837,-4.830882173320006,12.491242729689489,-0.005376113459335278,4.676060961021046,9.297965261251443,9.008867426789271,-0.018534544546822088,4.445296113927458,-0.7577411657573524,9.60100145553227,-0.014180485930454676,4.611069457519396,8.14901219072634,8.438341305783045,-0.010320800064998555,4.116172929657311,blues
blues.00004.au,0.09156321734189987,0.04799627140164375,-1.972460995602887e-05,-1.972460995602887e-05,1835.4946028033323,585.9614680225708,-0.11913572720383486,-0.11913572720383486,1748.3624480992844,297.43236763246165,-0.08141948587050661,-0.08141948587050661,21.467739185485605,7.938794966060972,-0.002319320207570531,-0.002319320207570531,0.0032392500434070826,0.004357707221060991,-6.460267627517169e-07,-6.460267627517169e-07,3580.945013182082,1253.9156647743953,-0.20015370836560806,-0.20015370836560806,0.1015001421004257,0.044198516021300496,7.564388071262587e-06,7.564388071262587e-06,-160.2660312475091,72.061448555245,0.018419582590309753,32.40220370136644,126.19880035817378,29.22114224241737,0.009087923641972152,10.705800854804687,-35.60544844761134,18.266085902651408,0.01191918729116422,9.836347589140995,22.153301100991346,13.912118798886992,0.014260755373971102,6.3833375712245,-32.48926973247686,18.34121190493973,-0.004008916466467117,7.38561831496134,10.864512127345405,11.607742895970528,0.0028416884640118656,5.892601873983397,-23.357928569723676,9.658837688201823,0.0035488143752228853,5.470514991297979,0.5031167364146417,11.16860228873234,-0.004373228084055953,5.271440906755508,-11.805831155065968,11.400602312464656,0.004428631553929805,5.008447039803633,1.206804105961058,9.987699212176794,0.012907144384417686,5.434107396276993,blues
blues.00005.au,0.10346758365631104,0.06310904771089554,7.800432649673894e-05,7.800432649673894e-05,1831.9423675966686,1015.5092311530872,0.3610925937651895,0.3610925937651895,1729.4832411267002,449.47545589981564,-0.07450707365970528,-0.07450707365970528,22.547452601973017,8.180264212587518,-0.003946513396940156,-0.003946513396940156,0.0030557429417967796,0.006481772754341364,5.57070370632573e-06,5.57070370632573e-06,3480.9372845818016,1810.1173807006962,0.23351265975987606,0.23351265975987606,0.09403986975135449,0.07897575479333778,5.597647172734314e-05,5.597647172734314e-05,-177.86904821442045,85.44882208486995,0.13538009903515422,32.73388936914554,118.19691616077793,56.54703127406797,-0.002490013942250596,12.364527491992778,-17.550672641935268,25.58477156302678,-0.04609915251115527,9.406102533305726,30.75863455799999,22.047790347452942,-0.009679857154431667,7.823224301467263,-21.742746024838958,20.825881695006945,0.0019332514686103933,7.765171378155238,11.90380180486652,16.31608544998144,0.021170130709653248,5.715036858929585,-20.734248574102413,13.033184924972257,-0.01061646568031243,5.524783576570939,3.180597271643196,11.566773763402335,-0.003048253737478342,4.812213446326387,-8.583483731605433,13.128410292475754,-0.0034255115719688885,5.24082419139028,-0.9364875014388336,10.00926171461568,0.0002276807367754164,4.801872826815275,blues
blues.00006.au,0.141795814037323,0.09382355958223343,2.9104669010848738e-05,2.9104669010848738e-05,1459.0784827344291,661.8856703299015,0.4011376955811385,0.4011376955811385,1388.913311650233,430.2962269873268,-0.1356418406147512,-0.1356418406147512,23.434488150577806,7.035454569496856,-0.0006680242210304103,-0.0006680242210304103,0.0009680557996034622,0.002869480522349477,5.92451556258311e-07,5.92451556258311e-07,2795.6164286232583,1273.8413758358222,0.3502689896398141,0.3502689896398141,0.07302790308146284,0.0436989109483751,4.652098663826491e-05,4.652098663826491e-05,-190.1494699473497,98.24462202951196,0.02414130261740817,35.90928162766051,130.29695102940653,43.97969504317102,-0.028182684271347794,12.61172080168835,-36.34413831086846,36.161954548988554,-0.027618490235562225,13.677604168673568,33.01305035920638,21.917268949658805,0.023658099297025646,8.29593213964061,11.106935525152583,32.93151718939914,-0.028074700075675172,8.684806211674958,-0.6151583066479511,16.75944705620349,0.03018219403787242,6.868352350518341,-20.86200953661647,12.33914017754862,-0.027035718946314593,5.6987051367014585,0.27009112384914624,10.148165346962072,0.009292125779274943,5.058717754662871,-6.489759729485375,11.44663207171509,0.002380154102389871,5.545843601371852,-5.517093200605551,12.392672737841457,0.010646198362304049,5.5548911310438776,blues
blues.00007.au,0.13178548216819763,0.07438913732767105,9.440437133889645e-05,9.440437133889645e-05,1451.7541466600417,670.7500193180873,-0.3355226455549947,-0.3355226455549947,1577.369916630917,410.29643797816686,-0.5660170823488009,-0.5660170823488009,22.445583310652776,7.241568644223669,-0.0025078049901042284,-0.0025078049901042284,0.001436104066669941,0.0032154307700693607,-1.9815565792669076e-06,-1.9815565792669076e-06,2955.348796076819,1276.7365487131187,-0.8256340470081333,-0.8256340470081333,0.06143500266060371,0.043011742599829005,1.777631196746708e-05,1.777631196746708e-05,-179.39544684232592,81.09185325697771,0.021262407456910784,30.437246908115604,136.4592443182947,38.47554580644417,0.023884784724301406,10.799144118988767,-26.656358930559175,24.328408589386225,-0.02859838259855664,9.50170620025279,39.98802679164439,18.782553839128376,0.014961903123392973,7.331906345732808,5.289679318941769,25.504543332852982,0.024144339296097293,8.841263478868127,10.924426906374084,11.678026645059393,0.00438103117982507,5.583690220838103,-20.561889109447083,12.800034870511698,0.003414132566401147,5.498400149585718,8.513764278793532,12.305102667801897,-0.031069298448333532,5.059020968766694,-11.356908197621308,13.118194565783494,0.005830776819580809,5.648000956688819,-3.469077423708092,13.35470043299949,-0.017239655799505964,5.22658864718496,blues
blues.00008.au,0.1424380987882614,0.03882991150021553,-9.078110451810062e-05,-9.078110451810062e-05,1719.2131626636947,404.21084422084056,0.1429597395170926,0.1429597395170926,2031.643883581744,324.9814026084708,0.17695690172976536,0.17695690172976536,22.37836203335969,9.450632915577307,-0.00747919639148928,-0.00747919639148928,0.0025932437274605036,0.0030451868660748005,1.1083897106800578e-06,1.1083897106800578e-06,3781.318801549197,1123.8060053333165,0.8172943091595662,0.8172943091595662,0.06402757957623839,0.02705344827055859,1.8154531371030208e-05,1.8154531371030208e-05,-121.36102354973461,51.226665189389244,-0.04881879424049814,25.713439375184656,122.51311584398766,20.368994678688164,-0.00786388230585139,10.425839731908612,-14.742129686012193,18.47756742210005,0.016766533139809008,9.589018257163128,46.14344435366142,13.913895956036445,0.00727320956653046,6.139347413208733,-8.165333684874646,13.301428144850592,-0.009081006668119576,5.941576795823571,20.176526228842476,10.346572899734369,0.009746489110361845,5.693825406580844,-19.1724784245114,7.595932332469917,0.0007750845202878637,4.5429049380154245,23.055616742537772,8.764011947418506,-0.000785410231356737,5.203035740962013,-11.83050252460447,6.52255755313989,-0.010466054407201,3.956269785440498,21.17700882526145,7.638631191187469,-0.012918155367155019,4.734659399917929,blues
blues.00009.au,0.08135201781988144,0.06594188511371613,-6.411549838958308e-05,-6.411549838958308e-05,1817.5163862399386,546.162342149517,-0.37573337952359376,-0.37573337952359376,1973.7390701415939,337.87905275114065,0.023058694972888396,0.023058694972888396,21.164508854617015,7.958557033053352,-0.0016380058835887216,-0.0016380058835887216,0.002708272309973836,0.0032132172491401434,-3.686521040435764e-06,-3.686521040435764e-06,3944.451148443547,1169.4092766066055,-0.6921982414310612,-0.6921982414310612,0.0792153184258901,0.03710199195397739,-6.807949264136329e-06,-6.807949264136329e-06,-213.18080309588956,78.31963619418126,-0.07636184112702309,18.294876486867818,115.15279374838548,28.260880570155027,0.0030596630367899008,9.043664203829556,-11.716264408856679,25.86116319808874,0.02871938316490176,7.52394450064148,39.02947022028386,18.72648076920523,-0.020534909204453413,6.231635799662805,-20.35275537664395,23.07006308545884,0.009576364970513668,6.375661216721971,13.082403820453807,16.703554590495138,0.02761106171976166,5.12246745352781,-9.17348096542766,11.262335970314293,-0.02252319788819044,4.539027507439428,9.01614794956253,8.247937864882092,-0.0028863416574407513,4.067585813807085,-14.097913519808948,10.495020600957078,-0.0021831325869797044,4.385161538079128,4.2781771388089265,9.618865377830192,-0.0074038072268634535,4.26260778121093,blues
