filename,tempo,tempogram0,tempogram0_std,tempogram1,tempogram1_std,tempogram2,tempogram2_std,tempogram3,tempogram3_std,tempogram4,tempogram4_std,tempogram5,tempogram5_std,tempogram6,tempogram6_std,tempogram7,tempogram7_std,tempogram8,tempogram8_std,tempogram9,tempogram9_std,tempogram10,tempogram10_std,tempogram11,tempogram11_std,tempogram12,tempogram12_std,tempogram13,tempogram13_std,tempogram14,tempogram14_std,tempogram15,tempogram15_std,tempogram16,tempogram16_std,tempogram17,tempogram17_std,tempogram18,tempogram18_std,tempogram19,tempogram19_std,tempogram20,tempogram20_std,tempogram21,tempogram21_std,tempogram22,tempogram22_std,tempogram23,tempogram23_std,tempogram24,tempogram24_std,tempogram25,tempogram25_std,tempogram26,tempogram26_std,tempogram27,tempogram27_std,tempogram28,tempogram28_std,tempogram29,tempogram29_std,tempogram30,tempogram30_std,tempogram31,tempogram31_std,tempogram32,tempogram32_std,tempogram33,tempogram33_std,tempogram34,tempogram34_std,tempogram35,tempogram35_std,tempogram36,tempogram36_std,tempogram37,tempogram37_std,tempogram38,tempogram38_std,tempogram39,tempogram39_std,label
blues.00000.au,123.046875,1.0,0.0,0.7488530975325796,0.022257977602244683,0.4462983953593591,0.036261162698220974,0.33102019939716837,0.03409325480695939,0.34891760876075495,0.030543272454430642,0.45745196685042006,0.032842258417632816,0.5322930618183189,0.038807055524885906,0.5148948192117221,0.04922009333978835,0.43142997269414246,0.044455846725091806,0.3512458157218915,0.04078019879316934,0.3156351590056195,0.04586603520625489,0.3269954398384958,0.04343874950689403,0.396201579161297,0.050039779090875605,0.49468576752913523,0.052538865167310454,0.5424774086601607,0.03464052184215062,0.5102831543623586,0.03980503891715675,0.41621521739473827,0.03487366062201394,0.3401834699612956,0.033706899920908036,0.3653675153368291,0.04883500431951852,0.5025964053129396,0.057808486103498154,0.6983761057586367,0.023617724959926364,0.7429569783227816,0.04883636745919389,0.5629941699901267,0.03276379159676665,0.39000046640211383,0.03606126881747625,0.3312561968394225,0.04194204058154729,0.3809433913368426,0.04028382691646982,0.4795238704416463,0.02803210992452404,0.5280544351546097,0.030973187705011618,0.4913207372451642,0.046170280255942886,0.40027359627551945,0.04636527326995943,0.32815296991347886,0.04247806567904076,0.31303310784501004,0.044409210849762536,0.34541442263841793,0.0466745958204154,0.40449556668006714,0.04819332204152592,0.461813247560934,0.04973691502857039,0.48865987797512916,0.05682306626967265,0.45757197350854817,0.05103803020282773,0.3706876572656777,0.03461681829977687,0.3215085978100775,0.040637112474197365,0.3745447217711182,0.05857406504126217,blues
blues.00001.au,107.666015625,1.0,0.0,0.7257265825782472,0.06722923061184886,0.4337729205719531,0.09372408873874348,0.3139665082753282,0.09153296702662238,0.2643097092012578,0.08457124593994327,0.24618165327513983,0.07799107201510994,0.25080670758621537,0.07667604836425723,0.2577182045933369,0.07920021814389411,0.25912367858345303,0.08215160077848677,0.26341286894598404,0.08243340279954242,0.2816213634238963,0.08521937821162666,0.3249757401244673,0.08238323914193034,0.39969054459204145,0.07130799616578269,0.4786321560741058,0.08407571061947032,0.5033188973789847,0.07613073472097984,0.44905995840303625,0.08774219790673919,0.3573871707714589,0.08612187134074263,0.27206382801114565,0.08025268617589254,0.2338007899564392,0.0719016678367157,0.22498323963837227,0.0699622968542013,0.2392339588700641,0.07334209492454341,0.28165638185466274,0.07723849739780829,0.3540894701750459,0.084082996661144,0.42578569667109445,0.08132989180145536,0.4912624791949021,0.06954083122495605,0.4876877125649285,0.06945353189008192,0.3981269659456401,0.08798342094344538,0.3231242232398881,0.08506142145634914,0.2825286035641346,0.07394913440420565,0.2683250746271171,0.0735374257562724,0.2589324955840083,0.07857211578335704,0.24482658423659484,0.07927320595505859,0.23587748552510363,0.07775662896659344,0.23853446595099492,0.07701902620099674,0.2544177652300939,0.07762889479713488,0.3134702297767944,0.08702678544346175,0.4191399694177722,0.09557125899496892,0.5370270874781937,0.0792086095808497,0.6268830293208214,0.06797591987672814,0.5995507893887485,0.10625602819308454,blues
blues.00002.au,161.4990234375,1.0,0.0,0.685661803448878,0.030420587228289685,0.3621594473581448,0.037678880621085604,0.27655414361623004,0.0401426164340884,0.31339427092594974,0.03631448298523295,0.39118423875674824,0.032275889443730596,0.4019926657872508,0.032696226486569134,0.3528342177806664,0.04506309018193133,0.32181370785353813,0.04974482419838191,0.34091790157602314,0.042094491145722,0.402775157610299,0.04109419274416213,0.43535080490900835,0.03984301982925071,0.3762644411179962,0.045080330303120225,0.301374960188082,0.04718531958795918,0.3287023981604786,0.049271902371114666,0.5046007751032632,0.059494019297719844,0.7044800647683662,0.041536420535529625,0.6731326521366603,0.044248452029740336,0.4593144754909882,0.04062432405648149,0.3079984313498383,0.042077296427622035,0.2981977921675536,0.033453768010379054,0.37185276762160485,0.03576012243407186,0.41917091196988343,0.048197881027878406,0.4065855571401038,0.04712971430170435,0.3528466930742389,0.0469203591300462,0.32651666717338146,0.04114299141640627,0.36154580624865634,0.03907565731138669,0.42160216985253013,0.04593567873623105,0.4375382172423321,0.0616972659542637,0.36459946470920934,0.06410788867361072,0.32284155907975326,0.054593152621418416,0.40707108418466437,0.06071877832981421,0.5566909884243721,0.05878031724250314,0.6003620627842483,0.0494864510510141,0.4831699873017972,0.03943108234239611,0.3365341771405836,0.04220572990528222,0.28663245786678376,0.04033578274203675,0.32957600680738697,0.035514939002851305,0.3953662368343206,0.03802793078719306,0.4118769610849655,0.043881847022976664,blues
blues.00003.au,172.265625,1.0,0.0,0.7330985224164508,0.03530547332848366,0.44271294292841384,0.0525025210187112,0.3164529966755674,0.05694775735782624,0.2566086564820059,0.05981991071164712,0.22751901531730107,0.06228741910020555,0.2211617807167009,0.06611941641660725,0.21824709602421827,0.06471984472656003,0.22028855469261505,0.06538582400018299,0.22809212106387353,0.06758977170579657,0.24778258960679123,0.06136786562302143,0.28694428180963283,0.05324063101545634,0.3495196851380734,0.05655074048443834,0.43363314832427186,0.0489342768816946,0.5149445414862073,0.04490051765540962,0.5014684467352868,0.053800833000073794,0.4075066349019676,0.07157662948642754,0.3172910112945585,0.07077655102171052,0.2675258234658884,0.06698217743430286,0.25622659478248117,0.07624487035075227,0.2586173953935349,0.08114860923084137,0.25505120929950165,0.08122696268802843,0.2551675077527525,0.08084971025834323,0.2729068015547976,0.0844410769027553,0.31638083850007115,0.0944421116938445,0.3826060653683968,0.10214067594670123,0.43093411366387124,0.07226993591525206,0.43178945689935017,0.049508159281841185,0.3984442372056102,0.03998523530891094,0.3487406429832935,0.04216365245950235,0.2916202935819863,0.03937748059125312,0.2463298963226293,0.04379863889459405,0.22369463935098244,0.05702900289560416,0.21544148835764565,0.0635448913243897,0.21550191651022024,0.06686150287275035,0.21762553516241484,0.07058722092372113,0.22253660964493596,0.06995361533719534,0.2428813744784804,0.07328203205066593,0.29312259007070757,0.08350992610651793,0.38729611942717806,0.08944963876028003,blues
blues.00004.au,135.99917763157896,1.0,0.0,0.6576709761906793,0.03242486568770347,0.3518995627764012,0.05042469464898201,0.2877359038978333,0.06443032568853319,0.331508343109111,0.071783887450606,0.4213292515667921,0.06765074862057716,0.48088743727465005,0.0653310749363021,0.4442194306584947,0.04198072393963492,0.34551421862815074,0.05057836491699776,0.28734860986941574,0.06019179809016475,0.2985032681058396,0.07512585240868087,0.38824281264738664,0.09135000431476965,0.46658546009727536,0.06815845557255337,0.4602033800571752,0.042903918770163196,0.3984163350961263,0.04796116548934208,0.33703976991437,0.06113231653531011,0.3222147384838844,0.07442249440528766,0.37064506661234814,0.07737791797121929,0.5306882037598861,0.061790108509775586,0.6575819229281812,0.052105431705308465,0.5653308047192709,0.06479322681047951,0.39969354567577703,0.06666075738696277,0.31973732396598886,0.07280481141728194,0.34073528392619895,0.0772219430226205,0.3948775575028023,0.06688630645266361,0.41837189841469513,0.05204574830567411,0.4046173128327923,0.05436208046919123,0.3640710392756732,0.04292611204894623,0.3206033449686328,0.06899521433002818,0.3335300593578257,0.09545788545695551,0.36217015365606386,0.08540359516168711,0.38688637641550505,0.04632658795785083,0.426129180742637,0.052235081064211354,0.41474864772971515,0.04640637302496664,0.3559700256812467,0.06651599468802619,0.32058595256661926,0.08303529044036986,0.33758875824490225,0.07308562769412805,0.42467161471271386,0.06852115719386437,0.5250363469518321,0.08439630322901136,0.5350524584741541,0.06555923025820082,blues
blues.00005.au,112.34714673913044,1.0,0.0,0.67787161418799,0.08676354523599904,0.37420113298144697,0.14512874365863865,0.2998213176249481,0.14234128119409892,0.27260993421690144,0.14155597035407025,0.2618469366521711,0.1449043557207956,0.26737835095971046,0.14714130339744114,0.2720072962928937,0.14460097987852777,0.26737364428260085,0.14296154509042797,0.27938854799607593,0.1400111345525711,0.3095973744980543,0.13495138178837868,0.3658990043090332,0.126051869124591,0.39139691296753487,0.1293553303910244,0.3981776341869282,0.10777754836697241,0.4311519693509301,0.09591205831884599,0.41225116272671786,0.11416356867790466,0.3508853221102983,0.1240374540907566,0.29435238577450284,0.12675177127337572,0.2751402008489599,0.1289897410388863,0.2739141726702675,0.12789977590302762,0.29554918005594877,0.12690168445245828,0.337940913279787,0.12056954469339844,0.4104150739164131,0.11283368211171996,0.45328004208360645,0.09286385300781869,0.44330897257662455,0.07845399258711433,0.41729928141885575,0.08696003869759429,0.3575410817398129,0.09312192307871751,0.31451755595213154,0.10737873147457375,0.2987116220379391,0.11315375930367809,0.2746885091340188,0.12107122231668786,0.25506374776277496,0.12228751129649006,0.23876760368675176,0.11592865002351418,0.23739684829928742,0.10881812445854638,0.25244102700539855,0.10971025478693779,0.270098419832117,0.11287411485919821,0.3106622493120778,0.11380991327722535,0.43164429088159856,0.10933606708385281,0.5579901140789235,0.08352440236384517,0.5317407751130596,0.0649038623759763,0.40851556924545795,0.0873083811216675,blues
blues.00006.au,123.046875,1.0,0.0,0.6420981874605446,0.08410721242352498,0.34499461557573946,0.11804859596831302,0.2743163086180533,0.10206808012446117,0.2526939473915324,0.09340010827253231,0.25282818932694767,0.09379523355524703,0.25951550078217167,0.10461696080463918,0.2663104954961476,0.11049301107268292,0.273821764311315,0.10442987090463776,0.28941533518869367,0.09926906270747507,0.3024231327328714,0.10161397334780536,0.3270918248025818,0.09141504478138682,0.38174811283412446,0.09038939809436183,0.4176213673825853,0.06770554393486024,0.39113776651874904,0.061239499036484984,0.33137219749790414,0.1027938025332819,0.32435834044251555,0.12802487731985351,0.32165845239719043,0.1227895431033691,0.3306701327626722,0.120672381048915,0.3544657460864173,0.11653292387776225,0.3820744041161353,0.12399126246796202,0.3903389542107316,0.11121821568754965,0.3661785058386234,0.08255409949221676,0.34447720883850064,0.07393176927026891,0.3384205333395007,0.08289830285012206,0.30932670777713167,0.09725776525374129,0.2671046306201369,0.10905096544249596,0.24541316300260507,0.10319879401031305,0.25375648764354897,0.10014984349165035,0.26339823881380453,0.0929410806382695,0.27693519366576924,0.09834279346385848,0.2993603251208567,0.09314626282066778,0.33701803386056656,0.09000382500975115,0.3923375754755478,0.13435504358603678,0.42426543614809714,0.14321784096434068,0.4432789086711486,0.07406738840626415,0.46642932095586315,0.09041962211478129,0.4205023601884923,0.10354012338409957,0.323133159342779,0.08176745714758463,0.2598228326515429,0.0884294157057154,blues
blues.00007.au,92.28515625,1.0,0.0,0.6645150865939744,0.04016410918227027,0.3760534393831555,0.054175992060857624,0.3246066106212186,0.05621450130099559,0.2944380126553081,0.05906124845088389,0.2860975403916954,0.06964667918782559,0.2972741163750306,0.06753582258266318,0.31477432591255566,0.06153368202102348,0.350671724191504,0.048844402608976,0.3861609333621249,0.04429809602508679,0.4149479347506368,0.04181842808721786,0.4139833107185944,0.044000082729370116,0.37374527352081477,0.05374382409734601,0.34704446834729485,0.06620612362754728,0.3488450210145251,0.07019103333087733,0.3706863042708863,0.06729593923622712,0.4202150355661451,0.057411082269869976,0.4569982548983666,0.06221340535318041,0.43184048110102685,0.05584494691785149,0.4024710436795134,0.04978871579050553,0.3725142005054486,0.06796548533654423,0.3212652983543283,0.06826178838917513,0.2881313975001317,0.07012194631268627,0.2849490512770675,0.06812567068434931,0.3099015479149002,0.07061767513125823,0.33975931644385116,0.06359538524390927,0.4192858488165862,0.06288133761018572,0.5439914811756349,0.11304569620229263,0.5721040420201149,0.09432705935582299,0.4782190876383328,0.08470793108101397,0.3844793987604769,0.08112200943370852,0.3415921295239443,0.06683000914678326,0.32033510189987785,0.0682898323544654,0.30326106396129293,0.06122804195433039,0.29362358231739444,0.05296575502698977,0.3097257586620343,0.05201970345131718,0.3370422384721789,0.05392085511888911,0.36654659859814576,0.058640963764224965,0.37590105912570015,0.07257880311741038,0.3568647209939032,0.07159608127462411,blues
blues.00008.au,83.35433467741936,1.0,0.0,0.7513985000824069,0.021815029642648823,0.43246552652688647,0.02872744988344471,0.31709351962396043,0.03442644696406904,0.3440484391884557,0.04666621939845769,0.4087878237840397,0.052508673027876616,0.41791176560587284,0.03927747757396816,0.40322605311868237,0.030298615012110952,0.41728895297628826,0.03635063264774229,0.4506844124480026,0.036915360700144534,0.4614768703791724,0.045417430061973046,0.3969171830968166,0.04287197324084695,0.33147587747107704,0.02737108598029978,0.36878084634502156,0.028131104401076006,0.5264926347982658,0.03945350350974253,0.7147104216096137,0.03118331338854797,0.6813815714096061,0.035328435567172814,0.48015653920486967,0.03544343264806948,0.3427869754408441,0.03276020093433193,0.3290646460883312,0.03392344400441274,0.40155770036848754,0.041088606937622556,0.4604628991596233,0.041263708533579996,0.4498713241574278,0.02584557320072626,0.43397861488639133,0.034564286220156705,0.43134752572590696,0.027220266960219588,0.4257135729075253,0.03281974203543375,0.39840385052409216,0.05153487602846135,0.33728229937435805,0.04876533427349984,0.3362451345442986,0.03421576375106034,0.4723926046526583,0.031192542706060526,0.703536020089776,0.03374482138888831,0.781900886598435,0.0381378634180067,0.59120259600349,0.04670598135303812,0.37847518615223374,0.04260644890025323,0.3048498892334126,0.046929681823331924,0.33778178327636915,0.04607675261407045,0.39222118037548315,0.03640206735950594,0.4016938394821239,0.023921501334636858,0.3864961325325225,0.030829057102969414,0.39084196292038065,0.03148098496464986,blues
blues.00009.au,129.19921875,1.0,0.0,0.7892225109508882,0.04753418804728788,0.5881086587124692,0.09406431930297406,0.5353712428273751,0.10933896500810383,0.5142955815275981,0.10839917507123983,0.504221459993244,0.10482141799739074,0.5087474848155984,0.10137437406078396,0.5190627672790965,0.1052222554019762,0.5278805739258703,0.10087236167550453,0.5381658430336732,0.09614459260732894,0.5498375982963812,0.10423519492958098,0.561447528082009,0.10516064926802177,0.5828895894420073,0.0650620923581685,0.5652957965538662,0.051714059932718916,0.5184226480112784,0.08064602816631325,0.4858289613333954,0.10315567881712889,0.47417089776897614,0.107657030866677,0.4889002171033128,0.10055768457744312,0.5289740327122388,0.07277865104824843,0.5766502864579148,0.05731958285609195,0.573781634286457,0.07354336743035977,0.5519546609483177,0.0824251026005436,0.5345245200547442,0.0773209050790517,0.5079783691213455,0.09077897583551045,0.49221177673678074,0.0983762220336148,0.4943081231891159,0.10068069524375778,0.49448225079802144,0.09885716341099252,0.49259777687727163,0.09710141305127355,0.49316684372480896,0.09807059796463867,0.5171220594185383,0.09567313854300502,0.5638018645475182,0.0815770450648223,0.608316016992897,0.05260460155859227,0.605158623963428,0.04141009148464446,0.5449492340766706,0.05144466657432573,0.502562289535866,0.08122494854661753,0.4765537597716514,0.09008588952049114,0.4549917060036354,0.08888597182793793,0.4500161267218401,0.08739785402865083,0.45432928959903823,0.08650123039432898,0.45959229313671063,0.08736015166107379,blues
