0.39569,1.5948,1.6301,1.5507,1.5117,1.4966,1.3122,1.3503,1.1792,1.0867,1.2048,1.1948,1.1819,1.3676,1.2415,1.313,1.3114,1.3573,1.2475,1.2554,1.1844,1.2709,1.0026,0.31317,0.095097,0.15481,0.11371,0.063678,0.084287,0.14177,0.10975,0.13396,0.17387,0.15533,0.1652,0.077841,0.11005,0.14174,0.12513,0.097995,0.087253,0.099048,0.092168,0.11562,0.079489,0.076766,0.058093,1999.3,293.44,-0.37744,173.27,1755.5,370.74,-0.42676,254.69,-0.031382,0.216,-0.17935,-0.13022,0.16235,-0.024253,0.50885,0.50397,0.68892,0.66498,0.29062,0.27143,1.0756,0.72119,0.011007,0.0092663,15.324,8.4497,0.032617,0.015425,125.5,125.32
0.37299,1.4826,1.5722,1.6118,1.3788,1.162,0.89974,1.0032,0.94373,0.95838,1.0358,0.93809,0.68282,0.87319,0.7569,0.81206,0.86472,0.85028,0.71213,0.84576,0.90089,0.88896,0.72822,0.2883,0.14708,0.075822,0.022789,0.016726,0.01297,0.1793,0.079549,0.089734,0.046682,0.018709,0.017722,0.086872,0.052773,0.073,0.084239,0.025818,0.091065,0.069708,0.061701,0.12494,0.17477,0.15451,0.025968,2030.7,450.83,0.39773,236.8,1492.9,610.56,0.51731,361.03,0.095018,0.22233,-0.1219,0.014624,0.06503,0.048174,0.46827,0.43854,0.69841,0.63749,0.23068,0.25927,0.92632,0.72017,0.021971,0.0069007,14.976,8.858,0.034643,0.021826,69.584,135.76
0.33501,1.83,1.9777,1.987,1.918,1.7029,1.6758,1.7342,1.7362,1.7755,1.7133,1.8167,1.7315,1.7268,1.5749,1.5375,1.4418,1.5163,1.5025,1.4665,1.3957,1.3109,1.1687,0.27124,0.076808,0.01496,0.054243,0.076993,0.025618,0.096979,0.024651,0.064594,0.036044,0.025234,0.051406,0.039196,0.035585,0.012948,0.036056,0.038795,0.023676,0.040334,0.022971,0.014263,0.018914,0.032355,0.021419,1743.6,285.56,0.3198,230,1521.9,414.15,0.17038,292.09,0.32556,0.0066233,-0.057402,-0.038461,0.089365,-0.12193,0.55817,0.55494,0.76396,0.67607,0.26475,0.28086,1.1166,0.62332,0.0044435,0.008692,14.267,8.3951,0.031302,0.018183,158.01,157.12
0.38756,2.0365,1.8607,1.5337,1.4632,1.4322,1.2536,1.4578,1.3184,1.1595,1.091,1.0903,0.95963,0.98891,0.9859,0.91855,0.74585,0.8875,0.88136,0.82717,0.80163,0.80378,0.70588,0.28101,0.051496,0.040633,0.039141,0.039404,0.014655,0.013056,0.072543,0.07196,0.027904,0.012733,0.053318,0.020126,0.015544,0.021763,0.013516,0.013417,0.023779,0.01823,0.025197,0.046815,0.031588,0.043056,0.012743,1623.9,373.83,0.28471,213.43,1044,416.7,0.25849,227.31,0.3218,0.16297,-0.55212,-0.068632,0.15494,-0.0021842,0.6843,0.44827,0.66279,0.51519,0.27128,0.29402,0.85311,0.6495,0.01581,0.0098079,14.424,8.8755,0.029736,0.022475,62.6,187.2
0.35845,0.77593,1.1158,1.6199,1.2798,1.4849,1.4622,1.5495,1.5409,1.4232,1.4392,1.2837,1.2496,1.3431,1.1591,1.2128,1.0721,1.1911,1.2261,1.1507,1.2638,1.0108,0.65845,0.32952,0.037837,0.0032671,0.038474,0.089331,0.011014,0.0092658,0.012514,0.021012,0.12598,0.031459,0.038472,0.04611,0.022981,0.029939,0.050824,0.009516,0.02437,0.018813,0.028735,0.085613,0.041062,0.016664,0.0036036,1744.6,303.4,-0.077134,154.28,1783.9,593.16,-0.26804,313.52,-0.085395,0.054432,-0.3827,0.036619,0.039709,-0.063493,0.47629,0.48017,0.61299,0.67149,0.26151,0.2352,0.85054,0.80189,0.017767,0.011918,14.918,8.559,0.031914,0.030978,134.86,133.35
0.25563,0.93261,1.3499,1.7451,1.4766,1.41,1.3556,1.442,1.3337,1.2702,1.0167,1.1356,0.8984,1.1863,1.0979,1.0928,1.0884,1.1258,1.1314,1.1396,1.1768,1.1676,0.65553,0.51144,0.027243,0.018581,0.0089622,0.028403,0.030051,0.049742,0.026072,0.03325,0.027559,0.12675,0.065747,0.11515,0.022883,0.047105,0.071345,0.024371,0.02306,0.066789,0.034359,0.033355,0.064746,0.016744,0.13006,1726.8,449,-0.050176,183.72,1776.2,1007,0.33739,320.12,0.073753,-0.015764,-0.28285,-0.25759,0.046015,-0.13827,0.36932,0.47191,0.6955,0.59162,0.19976,0.25173,0.62923,0.73699,0.017709,0.014199,14.044,7.457,0.038037,0.036963,69.765,137.5
0.23039,1.0039,1.5792,1.9796,1.4699,1.5293,1.4491,1.4871,1.2448,1.3114,1.1657,1.247,1.497,1.5182,1.6036,1.543,1.3338,1.1504,1.1276,1.0207,0.88117,0.70398,0.43707,0.33351,0.068517,0.030743,0.13046,0.028564,0.084971,0.056326,0.039828,0.025525,0.0844,0.049917,0.047435,0.061762,0.077712,0.077488,0.06475,0.063213,0.049827,0.064267,0.060996,0.045654,0.044637,0.052671,0.019228,1436.4,405.05,0.30353,176.89,1421.1,653.08,0.66514,300.01,0.050375,0.13302,-0.2054,0.19138,-0.11469,0.047572,0.38656,0.40811,0.70862,0.64742,0.2414,0.22643,0.66864,0.73326,0.012179,0.0096775,17.856,8.9541,0.035463,0.028803,130.86,145.97
0.29262,0.9409,1.7286,1.7984,1.472,1.3647,1.395,1.3043,1.1805,1.0279,1.1541,1.1853,1.1677,1.1888,1.374,1.1814,1.1583,1.0948,0.87759,0.84707,1.0809,0.96896,0.52361,0.63614,0.078166,0.013642,0.10633,0.029408,0.095609,0.025888,0.016198,0.033371,0.0055761,0.040661,0.05458,0.071433,0.061428,0.034469,0.061645,0.040733,0.048896,0.095331,0.098908,0.027244,0.036945,0.039261,0.22128,1608.7,388.79,-0.58494,194.21,1421.2,660.53,-0.43416,278.98,0.061731,0.086137,-0.3978,-0.22547,0.079599,-0.0039498,0.39405,0.33891,0.70927,0.71855,0.22959,0.23189,0.9074,0.71338,0.017648,0.010875,15.113,7.8043,0.038736,0.026153,184.74,184.39
0.37508,2.0668,1.8644,1.9731,1.6865,1.6561,1.5712,1.7317,1.5576,1.4997,1.309,1.4318,1.4812,1.5909,1.547,1.5061,1.5783,1.4851,1.4559,1.501,1.4851,1.5014,1.2445,0.13748,0.051564,0.041421,0.11727,0.12483,0.076743,0.17237,0.072362,0.12992,0.11555,0.11817,0.1325,0.13069,0.071998,0.14617,0.05404,0.11231,0.071937,0.10097,0.10444,0.083119,0.077384,0.068425,0.047394,2035.1,331.93,-0.15045,207.3,1682,406.28,-0.17263,256.96,0.39177,-0.078561,-0.25092,-0.14391,0.013643,-0.048029,0.45825,0.45388,0.78494,0.61582,0.24491,0.30207,1.1352,0.63759,0.16156,0.026845,14.755,8.7934,0.027928,0.016838,167.32,167.88
0.31668,1.1587,1.1607,1.269,1.4807,1.2763,1.2568,1.2162,1.2154,0.96144,1.1148,0.92168,0.7213,0.78091,0.86623,1.0747,1.2019,1.2912,1.1773,1.034,1.0285,0.9419,0.61363,0.62335,0.033917,0.014775,0.025561,0.10306,0.087425,0.027111,0.10572,0.12381,0.024374,0.13893,0.018688,0.017603,0.023362,0.038621,0.10124,0.20146,0.14937,0.11367,0.036219,0.043909,0.012091,0.01215,0.11042,1975.5,337.37,0.36402,140.67,1774.4,541.24,-0.39183,268.56,0.070105,0.16095,-0.022505,-0.059496,0.00067323,-0.070627,0.37032,0.38305,0.56942,0.56048,0.21063,0.20628,0.49681,0.65811,0.019425,0.015684,13.191,8.7533,0.040008,0.032323,82.313,81.878
