filename,chroma_stft,chroma_stftV,rmse,rmseV,spectral_centroid,spectral_centroidV,spectral_bandwidth,spectral_bandwidthV,rolloff,rolloffV,zero_crossing_rate,zero_crossing_rateV,tempo,mfcc1,mfcc1V,mfcc2,mfcc2V,mfcc3,mfcc3V,mfcc4,mfcc4V,mfcc5,mfcc5V,mfcc6,mfcc6V,mfcc7,mfcc7V,mfcc8,mfcc8V,mfcc9,mfcc9V,mfcc10,mfcc10V,mfcc11,mfcc11V,mfcc12,mfcc12V,mfcc13,mfcc13V,label
./MIR/ismir04_genre/audio/training/classical/la_primavera/english_renaissance_music/1-oxenford_(anon).mp3,0.2565457607626778,0.2923382967026745,0.10772234201431274,0.04983306676149368,1567.341962679495,649.9769784945807,1976.5265439241668,523.8265985177147,3237.980420375387,1774.8875526898696,0.06779059537054953,0.025057322316608024,117.45383522727273,-182.95280769781368,70.11356113888604,126.82481895811156,28.384446488028942,3.124294864687569,16.055529082090143,22.291144661381892,8.974936707220111,-1.8713303586989023,8.097336690275379,5.377481371515555,9.136183721556034,-15.757590943444475,8.499912868856285,3.99850686203019,8.579309057102188,-8.207421954910146,6.913693660826465,-1.1767966004181685,7.864825215889474,-9.603702130591492,7.353388512832727,-6.22758208586329,7.594346853832002,-8.285271033870346,8.506330643254122,classical
./MIR/ismir04_genre/audio/training/classical/la_primavera/english_renaissance_music/14-wolsey's_wilde_(byrd).mp3,0.19445880338699045,0.29211581834805994,0.12411494553089142,0.058685772120952606,1208.1498141525524,340.88560803914334,1674.9284920637679,323.15286198512445,2083.912398866825,1000.1580621524887,0.06311488668246903,0.023342962063428906,172.265625,-255.89768470352004,55.34256950425403,134.01022605978093,25.080738576098984,19.131704504826203,14.575753954313637,16.883967020805464,9.714726032517348,-9.792169651793284,11.292397756035937,3.765965690190095,10.940886151024383,-3.061379089244621,12.527417344423888,8.420416729987135,12.551497285108624,0.007876023350547623,12.568226960390248,-3.5606351699601135,11.02007103642896,-12.161150956426491,9.9771271989658,-8.465889681590914,12.875016230427413,-15.77151978394714,12.902932909565305,classical
./MIR/ismir04_genre/audio/training/classical/la_primavera/english_renaissance_music/24-i_saw_my_lady_weepe_(dowland).mp3,0.24572382969924905,0.2965832269113934,0.08136763423681259,0.04701130837202072,1012.3398954676442,477.61509781456203,1474.868590344009,363.32793478017334,1784.2892106472523,1147.3447608831498,0.04870378712751548,0.029915334603886786,99.38401442307692,-300.77200366441946,90.60143157821834,143.32851172524505,27.236571806891327,6.569527285088459,21.73970567006645,28.86377788643866,17.16673295898806,7.216554704732605,18.4906128836192,1.1158997622820082,11.1926405566147,3.906406182196763,17.53907124596164,-6.036362262601898,9.989024709317064,-11.238781573630376,9.431070677845556,-1.650159771217493,11.175654947963919,-12.739750843592809,8.753312627767755,-7.781183887170531,8.790399146845429,-8.942696858983803,9.275234316254188,classical
./MIR/ismir04_genre/audio/training/classical/la_primavera/english_renaissance_music/15-come_again_sweeet_love_doth_now_invite_(dowland).mp3,0.2873873583615112,0.30502832813474995,0.12398602068424225,0.05338789150118828,1503.0179028208108,893.8445227340145,1864.6395209773232,571.6541596729708,3061.4148213767417,1856.9002484068421,0.061812551398026314,0.052732418912368004,99.38401442307692,-192.39861979295122,59.97483236214873,126.42431019017327,38.95755801845624,0.8196015162081826,24.776206024406306,37.69584500676093,15.023405604111106,8.101056534960698,17.080709155664927,-0.49471789715809433,15.454422493106614,5.817174873798004,12.876097993715451,0.02477376275085001,9.334665046753345,-15.43941330542132,9.777907053579906,-2.4079112074869538,8.985721554214152,-13.640932457359847,8.726180431102572,-11.275132323682246,8.475503400905156,-7.121528633727901,9.212557924445138,classical
./MIR/ismir04_genre/audio/training/classical/la_primavera/english_renaissance_music/11-rest_sweet_nymphs_(pilkington_campion).mp3,0.2596891239034398,0.30432500975621296,0.09913193434476852,0.04284662753343582,1323.0390512821434,1006.8065641055828,1727.1089954466975,576.7680413563854,2452.7101687971654,1980.1221142968052,0.05382620513254644,0.05882561692008621,103.359375,-251.900418366339,74.66880713446807,134.97187458101516,42.274521032566966,17.437261584057016,26.747597099419146,28.065119605826446,15.390874510399668,-0.9788367088859873,15.10103831752622,1.7686514543706469,17.634394259562175,-1.621353687672263,14.206974236809094,-2.021286267440602,8.651850867396604,-15.93872588317948,12.321016231171594,-2.443612957875892,9.152844414094158,-11.21973174827978,8.471790407696211,-11.825819429980994,10.442064836719634,-13.935375827856598,7.959612673809263,classical
./MIR/ismir04_genre/audio/training/classical/la_primavera/english_renaissance_music/19-tobacco_(hume).mp3,0.31077778959005586,0.29995615492674405,0.1353866010904312,0.05677635595202446,1430.412584213758,790.9420885079204,1726.102243776085,558.0701554154269,3041.56494140625,1514.6441092324997,0.05686246795181889,0.04502355018076198,151.99908088235293,-183.62724313553804,81.180555155111,144.66668229262,41.143603466764894,-9.13293361579773,28.818080656672862,37.04998278577094,17.682545576108435,4.643917146634876,16.338109131749857,-14.152705428371121,22.023617663965194,8.897388314751252,17.792719533247375,6.442563482574615,10.074247297647569,-27.589100511008677,13.490125585770251,4.629033223193303,10.918105918197769,-7.6579459723208485,9.318972651009553,-11.401997258552466,9.760020596339148,-5.158623960275616,9.192046546093978,classical
./MIR/ismir04_genre/audio/training/classical/la_primavera/english_renaissance_music/5-amarilli_mia_bella_(caccini).mp3,0.2129419955603489,0.31208250544086313,0.0955379456281662,0.05554456636309624,1099.8314337664647,355.4351421094759,1536.5513133978816,420.9182668604723,1873.838669153928,1101.9244879949931,0.05004731641834365,0.018784805190492578,89.10290948275862,-293.84403168088636,74.83234077614686,136.9365931835957,28.601231949276194,8.116514833443876,24.24181845776812,22.79366401799638,14.299431658284073,4.943051376034978,15.263747558441478,-4.314770042776853,12.576735961676093,-3.4688354991704706,13.604286992816524,-16.276159393054183,10.619653498999408,-14.389389776161018,10.411754963156149,-2.7412427173628817,11.417722935126186,-15.887094736878142,12.589852793820459,-7.463592033107155,13.623721105877701,-4.592555792838649,12.14136407217828,classical
./MIR/ismir04_genre/audio/training/classical/brook_street_band/handel_oxford_water_music/18-handel_oxford_water_music_suit.mp3,0.23401550143430913,0.2959522617661064,0.0917210504412651,0.04430612921714783,2048.1458332882908,343.07939749823475,2299.943459627313,262.8364152451101,4376.340203536184,946.9519073060447,0.10060407797987617,0.029469476552895543,92.28515625,-181.34739671938493,76.74241891509507,86.53597506708577,16.455595682056178,-3.4227369354397763,13.657423539509674,17.58023232068654,9.082483177410976,-7.976954449896259,8.4370333233653,2.645792293305857,7.098281250847383,-15.365601393377316,9.727949480638268,-4.975421725573544,9.002017746423629,-7.639356547698833,10.641672591893888,-0.2416576162459196,10.46014463583138,-10.077986940601127,12.781993274810926,-7.096823201980408,9.920156403326365,-19.666938037319994,9.33404246349167,classical
./MIR/ismir04_genre/audio/training/classical/brook_street_band/handel_oxford_water_music/22-handel_oxford_water_music_suit.mp3,0.25541273498364325,0.29641676534941264,0.07608035951852798,0.04171749949455261,1799.9418128436855,379.5878401603185,2228.505429573951,296.21196588871527,3834.260148086784,1114.3769440698986,0.07374105069659442,0.025919880257885296,151.99908088235293,-208.81895686626737,80.10176662499421,101.34558962984319,17.273781725133617,2.1302374898605274,13.331683382403376,15.021786441716694,10.344384441416487,-6.5240001705793285,9.723436352640363,4.965402058647476,9.61224655541695,-5.842552006676783,11.439077170973402,0.13773833844232236,11.568338605169332,-13.183542879132508,10.289889361739528,-7.500051049449488,9.161070128262141,-15.329235916825782,11.616393382361313,-7.904539666734936,8.706630319223855,-15.22742156410661,9.758971136156038,classical
./MIR/ismir04_genre/audio/training/classical/brook_street_band/handel_oxford_water_music/5-leclair_premier_recreation_de.mp3,0.2924368688357913,0.2960589929163591,0.05686226859688759,0.02875431813299656,2089.5293415166243,390.6875705132183,2300.2205512916917,227.57517779947133,4253.432613408233,898.933665031001,0.10683835623065016,0.0434469340172906,95.703125,-203.57505966103437,72.52455353334331,87.36536037572719,17.550967244586218,-6.1188894690931654,12.12366631510313,28.303928482669768,7.43249144507072,0.21775946206589658,7.409627302684274,-4.192803729611198,7.683593368085675,-8.228516521514553,7.998126238286846,3.567391984064089,7.835908813369938,-1.357903021554131,9.095906365535948,-2.285763809571087,8.268232808691529,-12.788342333213636,9.96451475020464,-4.465781982109159,9.069965143469387,-9.722288978354584,9.277963999777043,classical
