0.45656,0.46802,0.45462,0.00058416,0.51519,349.9,7.0098,-0.19479,9.9413,0.028262,0.020532,0.00021884,0.025677,0.1829,0.093445,-0.0042512,0.080054,139.15,137.33
0.38985,0.42148,0.33576,-0.0037745,0.33474,78.234,8.4466,-0.064491,12.42,0.021549,0.016083,-0.00014296,0.023683,0.13475,0.042235,-0.0003569,0.035882,182.33,186.23
0.45204,0.55347,0.5072,-0.0013341,0.58221,88.566,8.6153,-0.25776,11.38,0.027348,0.018151,-3.30E-05,0.025119,0.27824,0.086119,-0.0026263,0.053753,117.42,115.7
0.47613,0.31092,0.34082,-0.00029921,0.37144,99.944,8.3954,0.1521,11.799,0.024253,0.018056,0.0001231,0.025534,0.14463,0.039714,0.0016057,0.030387,114.38,160.72
0.66995,0.47233,0.49547,0.0012013,0.66954,104.56,9.0158,-0.46917,12.861,0.030178,0.017861,0.00067562,0.02311,0.1792,0.088005,-0.0026719,0.061395,112.07,88.388
0.44943,0.46811,0.39392,-0.001655,0.45907,88.772,8.7736,0.043188,11.85,0.021535,0.011664,-0.00016813,0.016628,0.23571,0.088059,0.0024649,0.057758,85.201,168.74
0.55542,0.19843,0.2823,0.00062104,0.25656,52.056,3.9121,-0.31824,4.8373,0.021614,0.015887,0.00027211,0.022218,0.18776,0.075083,0.0061715,0.055269,95.302,96.19
0.46037,0.35113,0.46758,-0.0045043,0.51607,146.55,9.7853,0.11639,13.483,0.034787,0.026997,-2.11E-05,0.039244,0.13057,0.032352,-4.86E-05,0.023372,91.685,88.782
0.62473,0.49579,0.52442,0.00045991,0.6032,143.72,7.013,0.19044,8.7233,0.030359,0.018872,-1.81E-05,0.028121,0.16447,0.09491,-0.0029526,0.068975,50.277,166.81
0.47449,0.48864,0.50056,0.0007802,0.53552,61.914,9.1064,-0.094846,14.335,0.027505,0.019285,-4.42E-05,0.024573,0.20115,0.068835,-0.002378,0.064885,139.54,139.06
0.55024,0.39006,0.31907,-0.0010864,0.30967,70.894,6.2517,-0.19043,8.0778,0.021041,0.016383,-0.00034338,0.023359,0.17554,0.04243,0.0007276,0.03225,76.553,152.34
0.48164,0.40548,0.38565,0.0030341,0.41221,82.048,9.0879,0.094385,11.18,0.02607,0.021986,7.04E-05,0.025779,0.19409,0.087568,0.0027254,0.059576,163.27,162.53
0.44009,0.38548,0.39867,0.0029501,0.47235,62.316,8.6074,-0.18654,11.285,0.028727,0.017457,-1.36E-05,0.02696,0.25912,0.082995,-0.0022302,0.050733,116.6,116.14
0.46568,0.47549,0.39775,-0.00052763,0.46047,233.64,8.5811,0.82593,12.6,0.029543,0.021302,0.00031835,0.029608,0.17374,0.081027,-0.00029458,0.056239,139.79,127.13
0.44768,0.41365,0.40389,-0.00098158,0.46226,434.74,8.2191,-0.25899,11.543,0.030343,0.017812,-4.22E-05,0.025473,0.2519,0.087605,0.001095,0.06338,111.13,197.06
0.35083,0.44709,0.468,0.0013598,0.55858,47.804,9.4198,0.19096,13.433,0.024394,0.012605,-2.76E-05,0.016107,0.16166,0.058195,0.0017106,0.054545,86.37,87.534
0.43788,0.47978,0.43811,0.001945,0.47335,85.007,9.704,1.1367,11.922,0.0304,0.0694,-0.00012266,0.10261,0.1315,0.041776,0.0012802,0.043813,97.933,121.27
0.40658,0.41156,0.46347,0.00061979,0.5311,25.072,9.2259,-0.41216,13.199,0.037252,0.019255,-5.96E-06,0.026738,0.17511,0.046425,-0.00012672,0.041098,117.24,162.4
0.61862,0.48168,0.49163,-0.0031138,0.58067,43.74,7.6585,0.49418,9.1514,0.027413,0.035856,2.11E-05,0.048015,0.21251,0.074282,-0.0019513,0.05354,87.116,134.13
0.49537,0.34792,0.33314,-0.00086226,0.31935,302.74,8.4834,-0.38097,10.323,0.021698,0.016575,0.00018766,0.024493,0.17353,0.059115,-0.00060978,0.038182,141.08,135.27
0.42845,0.35173,0.36697,0.00043089,0.36973,106.03,8.6436,0.22951,13.104,0.028212,0.050001,-0.00020777,0.075907,0.19538,0.085717,0.0066212,0.070311,141.31,140.3
0.41106,0.33333,0.52524,-0.0039096,0.67662,54.681,8.301,0.18486,9.0758,0.025137,0.015622,0.00084238,0.019225,0.18635,0.064162,-0.0007021,0.053863,108.23,132.84
0.43224,0.39037,0.3352,-0.00019721,0.33099,431.75,3.6129,0.7882,3.4955,0.023333,0.018643,0.00051776,0.026611,0.19697,0.087956,-0.0042539,0.071424,70.601,196.76
0.42064,0.39004,0.41199,-0.0006913,0.42438,66.436,9.6133,0.55908,13.25,0.029169,0.027485,-0.0028298,0.032819,0.1399,0.060934,-0.00066696,0.050011,75.298,185.33
0.49281,0.35199,0.44965,4.97E-05,0.51489,122.05,9.1721,-0.11212,12.079,0.06459,0.066856,0.00013228,0.084679,0.14904,0.065632,-0.0001169,0.061092,118.14,124.91
0.3491,0.28258,0.46326,-0.00035913,0.55359,197.04,8.6304,0.25714,10.464,0.025747,0.021885,-8.85E-05,0.029137,0.17037,0.046661,-0.0013559,0.050875,160.56,170.38
0.52272,0.55014,0.51191,0.0021531,0.57666,86.643,9.1173,0.19187,10.579,0.02934,0.043708,-0.00016197,0.063003,0.15014,0.054354,0.0022284,0.047445,101.32,92.77
0.36737,0.34631,0.26472,-5.17E-05,0.26284,71.259,7.1694,-0.26345,9.4686,0.025953,0.016233,0.00023593,0.022982,0.27462,0.080089,0.0012478,0.035931,140.73,124.66
0.50073,0.38133,0.37803,0.00029155,0.41678,96.372,9.0115,-0.098457,12.875,0.02249,0.0096847,-0.0001224,0.013601,0.13361,0.031531,-0.00073885,0.029934,122.11,103.29
0.44096,0.51479,0.39637,0.00054677,0.41417,145.58,9.3243,0.25656,12.17,0.029624,0.017196,0.00020175,0.024068,0.28534,0.053937,0.00068053,0.051073,164.21,165.15
0.58746,0.47913,0.51699,0.00039765,0.63486,62.782,8.7585,-1.0659,9.1374,0.050473,0.059553,-0.00032327,0.087151,0.17767,0.099819,0.00030998,0.059749,93.412,151.22
0.63037,0.37191,0.42075,-1.90E-05,0.40318,88.796,7.0818,-0.13892,7.795,0.023152,0.021925,0.00040347,0.033143,0.15328,0.042936,0.00041235,0.040954,151.72,182.7
0.44516,0.42293,0.37257,-0.00060403,0.41611,71.672,7.961,0.25763,12.312,0.019304,0.015336,2.73E-05,0.022729,0.17646,0.059813,-0.00012502,0.050068,119.92,159.5
0.44926,0.44481,0.43255,0.0011051,0.50116,53.644,9.4752,0.18254,12.483,0.024477,0.030904,-8.14E-06,0.040108,0.18616,0.05014,0.0024307,0.053498,63.51,68.235
0.44276,0.39257,0.49244,-0.00015137,0.55157,134.94,8.3442,0.70073,11.588,0.058779,0.074949,0.0022205,0.11219,0.12659,0.04022,0.0016667,0.046406,73.689,159.49
